,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right
226,2001060069,2.0,2001-06-25,38.149947,-5.910692,1,14,6,53,FUENTE DEL ARCO,5,,0,,,115,175,12,2,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-5.910692 38.149947),5
227,2001060071,50.0,2001-06-23,38.533248,-6.680889,1,14,6,117,SALVATIERRA DE LOS BARROS,5,,0,,,490,1120,38,5,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.680889 38.533248),5
229,2001060073,27.0,2001-06-22,38.434316,-6.4525,1,14,6,158,ZAFRA,5,,0,,,170,830,55,5,,1881.0,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.4525 38.434316),5
230,2001060074,3.5,2001-06-19,38.134589,-6.690921,1,14,6,67,HIGUERA LA REAL,5,,0,,,90,105,23,2,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.690921 38.134589),5
233,2001060077,1.0,2001-06-19,39.265277,-5.066158,1,14,6,35,CASTILBLANCO,5,,0,,,25,40,16,2,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-5.066158 39.265277),5
234,2001060078,6.5,2001-06-18,39.033892,-5.79705,1,14,6,44,DON BENITO,5,,0,,,130,150,7,1,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-5.79705 39.033892),5
235,2001060079,1.5,2001-06-16,38.704362,-5.768623,1,14,6,146,VALLE DE LA SERENA,5,,0,,,105,135,13,2,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-5.768623 38.704362),5
236,2001060082,3.0,2001-06-21,38.870612,-6.293564,1,14,6,43,DON ÁLVARO,5,,0,,,70,83,3,1,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.293564 38.870612),5
237,2001060083,4.0,2001-06-22,38.878807,-6.297287,1,14,6,43,DON ÁLVARO,5,,0,,,50,80,5,1,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.297287 38.878807),5
240,2001060089,37.4,2001-06-18,39.012267,-6.585311,1,14,6,88,MONTIJO,5,,0,,,245,275,33,4,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.585311 39.012267),5
249,2001060105,1.2,2001-05-29,38.87455,-6.407517,1,14,6,83,MÉRIDA,5,,0,,,70,85,12,1,,,2001,5,Badajoz,Menos_de_24h,2,POINT (-6.407517 38.87455),5
251,2001060108,1.5,2001-07-06,39.166331,-5.051916,1,14,6,63,HERRERA DEL DUQUE,5,,0,,,30,80,23,4,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-5.051916 39.166331),5
252,2001060110,4.0,2001-06-01,38.379928,-6.019732,1,14,6,139,VALENCIA DE LAS TORRES,5,,0,,,110,120,53,4,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.019732 38.379928),5
254,2001060113,1.5,2001-06-11,39.027661,-5.59635,1,14,6,1,ACEDERA,5,,0,,,60,90,2,0,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-5.59635 39.027661),5
257,2001060119,14.0,2001-06-16,38.970157,-6.352098,1,14,6,83,MÉRIDA,5,,0,,,165,200,33,3,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.352098 38.970157),5
258,2001060121,2.5,2001-06-18,38.948211,-6.29869,1,14,6,83,MÉRIDA,5,,0,,,55,65,5,1,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.29869 38.948211),5
260,2001060125,6.0,2001-07-23,38.994097,-6.497827,1,14,6,83,MÉRIDA,5,,0,,,110,130,10,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.497827 38.994097),5
262,2001060129,1.0,2001-07-02,38.014096,-6.246379,1,14,6,85,MONESTERIO,5,,0,,,90,120,12,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.246379 38.014096),5
264,2001060133,55.0,2001-06-03,38.455722,-6.192388,1,14,6,68,HINOJOSA DEL VALLE,5,,0,,,225,270,27,1,,24287.0,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.192388 38.455722),5
268,2001060137,10.0,2001-07-04,38.25397,-5.666903,1,14,6,14,AZUAGA,5,,0,,,0,119,21,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-5.666903 38.25397),5
269,2001060139,4.0,2001-07-17,38.678785,-6.465748,1,14,6,2,ACEUCHAL,5,,0,,,0,50,1,0,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.465748 38.678785),5
273,2001060154,1.0,2001-07-15,38.873594,-6.993808,1,14,6,15,BADAJOZ,5,,0,,,30,45,4,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.993808 38.873594),5
275,2001060156,3.0,2001-07-13,38.734511,-6.910149,1,14,6,15,BADAJOZ,5,,0,,,60,75,12,2,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.910149 38.734511),5
276,2001060157,1.0,2001-07-13,39.340924,-5.09333,1,14,6,35,CASTILBLANCO,5,,0,,,30,55,91,4,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-5.09333 39.340924),5
279,2001060166,29.7,2001-07-13,38.621994,-6.643174,1,14,6,121,SANTA MARTA,5,,0,,,125,130,17,2,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.643174 38.621994),5
280,2001060167,14.54,2001-07-05,38.500308,-6.375076,1,14,6,122,"SANTOS DE MAIMONA, LOS",5,,0,,,840,930,38,3,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.375076 38.500308),5
281,2001060168,1.0,2001-07-21,38.865912,-6.980977,1,14,6,15,BADAJOZ,5,,0,,,30,45,4,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.980977 38.865912),5
284,2001060174,1.0,2001-07-21,38.865841,-6.979988,1,14,6,15,BADAJOZ,5,,0,,,45,140,10,2,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.979988 38.865841),5
286,2001060176,1.0,2001-07-30,38.85205,-6.695145,1,14,6,128,TALAVERA LA REAL,5,,0,,,65,70,6,0,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.695145 38.85205),5
288,2001060178,3.0,2001-06-29,38.412631,-6.463797,1,14,6,158,ZAFRA,5,,0,,,80,110,9,1,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.463797 38.412631),5
290,2001060180,1.5,2001-07-10,38.897767,-6.970793,1,14,6,15,BADAJOZ,5,,0,,,0,45,8,0,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.970793 38.897767),5
291,2001060181,12.0,2001-06-22,38.776696,-6.513572,1,14,6,126,SOLANA DE LOS BARROS,5,,0,,,230,270,13,2,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.513572 38.776696),5
294,2001060189,7.0,2001-07-20,38.699397,-5.524402,1,14,6,36,CASTUERA,5,,0,,,70,90,12,2,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-5.524402 38.699397),5
295,2001060190,5.0,2001-07-16,38.683757,-5.779265,1,14,6,146,VALLE DE LA SERENA,5,,0,,,110,120,15,3,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-5.779265 38.683757),5
296,2001060197,3.0,2001-07-18,39.092338,-6.88242,1,14,6,15,BADAJOZ,5,,0,,,26,46,23,4,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.88242 39.092338),5
298,2001060201,6.0,2001-08-02,38.541564,-6.664515,1,14,6,89,"MORERA, LA",5,,0,,,140,470,44,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.664515 38.541564),5
302,2001060210,3.0,2001-08-02,39.237758,-7.224729,1,14,6,37,"CODOSERA, LA",5,,0,,,29,64,24,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-7.224729 39.237758),5
303,2001060211,15.1,2001-08-05,38.118558,-6.055771,1,14,6,105,PUEBLA DEL MAESTRE,5,,0,,,85,100,16,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.055771 38.118558),5
307,2001060219,4.0,2001-08-15,39.027296,-5.795624,1,14,6,44,DON BENITO,5,,0,,,155,180,13,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.795624 39.027296),5
308,2001060221,12.0,2001-08-10,38.841577,-6.806763,1,14,6,15,BADAJOZ,5,,0,,,118,130,7,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.806763 38.841577),5
309,2001060222,4.0,2001-08-08,38.844181,-6.805785,1,14,6,15,BADAJOZ,5,,0,,,58,90,9,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.805785 38.844181),5
310,2001060223,85.49,2001-08-06,38.531348,-6.944686,1,14,6,16,BARCARROTA,5,,0,,,255,315,37,6,,18920.0,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.944686 38.531348),5
312,2001060227,32.41,2001-08-11,38.683602,-5.441278,1,14,6,18,BENQUERENCIA DE LA SERENA,5,,0,,,420,435,50,8,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.441278 38.683602),5
314,2001060230,25.0,2001-07-01,39.138051,-6.955893,1,14,6,6,ALBURQUERQUE,5,,0,,,115,185,29,4,,8096.0,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.955893 39.138051),5
315,2001060231,72.0,2001-07-02,39.181508,-6.988115,1,14,6,6,ALBURQUERQUE,5,,0,,,190,250,38,4,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.988115 39.181508),5
317,2001060233,1.0,2001-08-17,38.965537,-5.876811,1,14,6,44,DON BENITO,5,,0,,,20,30,12,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.876811 38.965537),5
318,2001060236,68.64,2001-07-01,39.074782,-6.893637,1,14,6,15,BADAJOZ,5,,0,,,260,440,38,7,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.893637 39.074782),5
320,2001060239,3.0,2001-08-19,38.943323,-6.348725,1,14,6,83,MÉRIDA,5,,0,,,40,65,5,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.348725 38.943323),5
322,2001060242,2.5,2001-08-29,39.024357,-6.924994,1,14,6,15,BADAJOZ,5,,0,,,85,95,12,0,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.924994 39.024357),5
323,2001060245,1.5,2001-08-24,38.95829,-6.248112,1,14,6,135,TRUJILLANOS,5,,0,,,35,90,12,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.248112 38.95829),5
326,2001060248,3.5,2001-08-20,38.575233,-6.991014,1,14,6,129,TÁLIGA,5,,0,,,30,65,56,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.991014 38.575233),5
327,2001060249,20.0,2001-08-19,39.307989,-5.217598,1,14,6,137,VALDECABALLEROS,5,,0,,,60,75,33,5,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.217598 39.307989),5
328,2001060254,15.0,2001-08-06,38.877723,-6.807105,1,14,6,128,TALAVERA LA REAL,5,,0,,,90,135,6,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.807105 38.877723),5
330,2001060258,14.0,2001-08-25,38.900048,-6.359318,1,14,6,83,MÉRIDA,5,,0,,,60,170,31,4,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.359318 38.900048),5
331,2001060259,1.0,2001-07-09,39.059647,-6.325645,1,14,6,9,ALJUCÉN,5,,0,,,33,83,16,0,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.325645 39.059647),5
334,2001060264,5.5,2001-09-03,38.85169,-6.943066,1,14,6,15,BADAJOZ,5,,0,,,346,346,18,3,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.943066 38.85169),5
337,2001060271,25.59,2001-08-01,38.78862,-7.132009,1,14,6,95,OLIVENZA,5,,0,,,180,210,13,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-7.132009 38.78862),5
338,2001060272,2.0,2001-07-23,38.077013,-6.526052,1,14,6,55,FUENTES DE LEÓN,5,,0,,,25,70,21,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.526052 38.077013),5
341,2001060277,17.0,2001-08-25,38.21055,-6.309069,1,14,6,52,FUENTE DE CANTOS,5,,0,,,120,165,12,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.309069 38.21055),5
344,2001060281,2.0,2001-09-01,38.191996,-6.812179,1,14,6,70,JEREZ DE LOS CABALLEROS,5,,0,,,220,390,29,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.812179 38.191996),5
346,2001060286,5.0,2001-08-08,38.809056,-6.324706,1,14,6,83,MÉRIDA,5,,0,,,150,315,30,2,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.324706 38.809056),5
347,2001060287,10.0,2001-08-23,38.429801,-5.678001,1,14,6,14,AZUAGA,5,,0,,,195,215,33,7,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.678001 38.429801),5
349,2001060290,3.0,2001-08-20,38.832158,-6.873278,1,14,6,15,BADAJOZ,5,,0,,,60,68,9,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.873278 38.832158),5
350,2001060291,1.5,2001-08-26,38.82968,-6.836491,1,14,6,15,BADAJOZ,5,,0,,,85,95,4,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.836491 38.82968),5
352,2001060299,321.0,2001-07-02,39.06145,-6.400159,1,14,6,83,MÉRIDA,5,,0,,,400,400,68,17,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.400159 39.06145),5
353,2001060300,96.05,2001-07-02,39.064914,-6.371048,1,14,6,83,MÉRIDA,5,,0,,,390,390,62,11,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.371048 39.064914),5
354,2001060301,3.5,2001-09-02,38.65497,-5.601205,1,14,6,47,ESPARRAGOSA DE LA SERENA,5,,0,,,55,95,27,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-5.601205 38.65497),5
355,2001060304,3.0,2001-09-07,38.820442,-6.088527,1,14,6,41,CRISTINA,5,,0,,,70,80,26,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.088527 38.820442),5
356,2001060314,1.0,2001-08-16,38.851157,-6.947091,1,14,6,15,BADAJOZ,5,,0,,,20,30,3,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.947091 38.851157),5
358,2001060316,76.6,2001-06-02,38.856916,-5.196427,1,14,6,23,CABEZA DEL BUEY,5,,0,,,95,145,49,3,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-5.196427 38.856916),5
360,2001060319,5.0,2001-09-10,39.144491,-6.372184,1,14,6,83,MÉRIDA,5,,0,,,75,145,59,1,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.372184 39.144491),5
361,2001060324,2.0,2001-09-03,38.686886,-6.182106,1,14,6,98,PALOMAS,5,,0,,,40,40,18,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.182106 38.686886),5
364,2001060329,50.0,2001-07-17,39.005926,-5.938141,1,14,6,44,DON BENITO,5,,0,,,70,90,14,4,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-5.938141 39.005926),5
365,2001060330,97.0,2001-08-01,38.620304,-7.168224,1,14,6,95,OLIVENZA,5,,0,,,240,570,26,13,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-7.168224 38.620304),5
366,2001060331,85.0,2001-06-22,38.481164,-7.007064,1,14,6,7,ALCONCHEL,5,,0,,,240,270,53,4,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-7.007064 38.481164),5
367,2001060333,2.0,2001-08-31,38.352562,-6.680545,1,14,6,70,JEREZ DE LOS CABALLEROS,5,,0,,,25,25,15,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.680545 38.352562),5
369,2001060335,1.5,2001-09-13,38.77988,-5.878515,1,14,6,44,DON BENITO,5,,0,,,45,60,13,1,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-5.878515 38.77988),5
370,2001060336,1.0,2001-09-14,38.9085,-6.96569,1,14,6,15,BADAJOZ,5,,0,,,225,225,6,1,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.96569 38.9085),5
371,2001060337,1.0,2001-09-15,38.627059,-6.792859,1,14,6,131,TORRE DE MIGUEL SESMERO,5,,0,,,120,120,2,0,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.792859 38.627059),5
375,2001060346,2.5,2001-09-14,38.51462,-6.615671,1,14,6,99,"PARRA, LA",5,,0,,,210,570,18,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.615671 38.51462),5
376,2001060352,1.0,2001-09-20,38.896069,-6.933046,1,14,6,15,BADAJOZ,5,,0,,,150,165,4,1,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.933046 38.896069),5
377,2001060353,1.0,2001-06-26,38.104558,-6.05224,1,14,6,105,PUEBLA DEL MAESTRE,5,,0,,,75,90,11,1,,,2001,6,Badajoz,Menos_de_24h,2,POINT (-6.05224 38.104558),5
380,2001060360,2.0,2001-07-04,38.687321,-6.417349,1,14,6,11,ALMENDRALEJO,5,,0,,,0,90,3,1,,,2001,7,Badajoz,Menos_de_24h,3,POINT (-6.417349 38.687321),5
382,2001060363,36.93,2001-08-06,38.58515,-6.548882,1,14,6,152,VILLALBA DE LOS BARROS,5,,0,,,0,120,10,1,,300.0,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.548882 38.58515),5
383,2001060365,44.0,2001-08-07,38.498781,-6.46854,1,14,6,54,FUENTE DEL MAESTRE,5,,0,,,0,210,16,2,,12000.0,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.46854 38.498781),5
384,2001060366,18.0,2001-08-10,39.1246,-5.28415,1,14,6,156,VILLAR DE RENA,5,,0,,,115,145,12,0,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.28415 39.1246),5
385,2001060369,11.0,2001-08-11,38.808875,-5.273084,1,14,6,28,CAMPANARIO,5,,0,,,50,70,11,6,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-5.273084 38.808875),5
386,2001060370,1.0,2001-08-11,38.592736,-6.49315,1,14,6,152,VILLALBA DE LOS BARROS,5,,0,,,0,81,4,1,,6.0,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.49315 38.592736),5
389,2001060374,1.0,2001-08-25,38.571518,-6.247883,1,14,6,113,RIBERA DEL FRESNO,5,,0,,,0,80,7,1,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-6.247883 38.571518),5
390,2001060376,2.0,2001-09-07,38.680358,-6.326037,1,14,6,11,ALMENDRALEJO,5,,0,,,95,125,3,0,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.326037 38.680358),5
391,2001060377,1.0,2001-09-11,38.587977,-6.220393,1,14,6,106,PUEBLA DEL PRIOR,5,,0,,,0,80,7,0,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.220393 38.587977),5
392,2001060380,1.0,2001-09-15,38.759133,-6.128844,1,14,6,94,OLIVA DE MÉRIDA,5,,0,,,0,90,9,1,,3.0,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.128844 38.759133),5
393,2001060381,1.3,2001-09-15,39.225331,-4.724995,1,14,6,157,VILLARTA DE LOS MONTES,5,,0,,,30,60,13,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-4.724995 39.225331),5
396,2001060386,1.25,2001-09-20,39.203729,-7.173033,1,14,6,37,"CODOSERA, LA",5,,0,,,45,120,67,2,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-7.173033 39.203729),5
397,2001060388,1.0,2001-09-20,38.672549,-6.209768,1,14,6,113,RIBERA DEL FRESNO,5,,0,,,0,60,6,0,,,2001,9,Badajoz,Menos_de_24h,3,POINT (-6.209768 38.672549),5
399,2001060395,2.0,2001-10-02,39.042759,-6.671824,1,14,6,115,"ROCA DE LA SIERRA, LA",5,,0,,,15,55,5,0,,,2001,10,Badajoz,Menos_de_24h,4,POINT (-6.671824 39.042759),5
402,2001060398,1.5,2001-10-04,38.698921,-5.486099,1,14,6,18,BENQUERENCIA DE LA SERENA,5,,0,,,49,85,12,1,,,2001,10,Badajoz,Menos_de_24h,4,POINT (-5.486099 38.698921),5
404,2001060402,1.5,2001-10-11,38.804942,-6.879938,1,14,6,15,BADAJOZ,5,,0,,,105,105,5,1,,,2001,10,Badajoz,Menos_de_24h,4,POINT (-6.879938 38.804942),5
7096,2002060003,3.0,2002-05-29,38.579029,-5.488845,1,14,6,87,MONTERRUBIO DE LA SERENA,5,,0,,,255,315,17,3,,,2002,5,Badajoz,Menos_de_24h,2,POINT (-5.488845 38.579029),5
7097,2002060007,10.0,2002-06-08,38.754938,-6.121326,1,14,6,94,OLIVA DE MÉRIDA,5,,0,,,220,405,31,4,,,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.121326 38.754938),5
7098,2002060009,3.0,2002-06-08,38.937779,-6.295625,1,14,6,83,MÉRIDA,5,,0,,,35,40,11,0,,72.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.295625 38.937779),5
7106,2002060026,11.0,2002-06-11,39.134667,-6.829093,1,14,6,155,VILLAR DEL REY,5,,0,,,133,305,43,4,,5508.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.829093 39.134667),5
7108,2002060031,7.0,2002-06-10,38.894952,-6.305091,1,14,6,83,MÉRIDA,5,,0,,,75,90,15,2,,1440.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.305091 38.894952),5
7114,2002060045,3.0,2002-06-24,39.01147,-5.714306,1,14,6,153,VILLANUEVA DE LA SERENA,5,,0,,,105,115,9,1,,720.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-5.714306 39.01147),5
7115,2002060046,3.5,2002-06-24,38.881717,-7.018353,1,14,6,15,BADAJOZ,5,,0,,,33,39,4,1,,840.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-7.018353 38.881717),5
7116,2002060047,1.5,2002-06-23,38.945456,-6.07646,1,14,6,138,VALDETORRES,5,,0,,,105,140,6,0,,,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.07646 38.945456),5
7118,2002060050,2.0,2002-06-22,38.808419,-6.793306,1,14,6,15,BADAJOZ,5,,0,,,30,45,6,1,,480.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.793306 38.808419),5
7119,2002060051,15.0,2002-06-22,38.844194,-6.913153,1,14,6,15,BADAJOZ,5,,0,,,68,83,10,2,,3600.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.913153 38.844194),5
7121,2002060053,2.0,2002-06-21,38.895765,-6.329501,1,14,6,83,MÉRIDA,5,,0,,,60,85,31,2,,600.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.329501 38.895765),5
7126,2002060061,2.0,2002-06-18,38.705571,-5.792424,1,14,6,146,VALLE DE LA SERENA,5,,0,,,50,55,8,1,,480.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-5.792424 38.705571),5
7127,2002060062,2.0,2002-06-18,39.307867,-6.808302,1,14,6,6,ALBURQUERQUE,5,,0,,,45,120,3,2,,720.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.808302 39.307867),5
7129,2002060065,1.0,2002-06-15,39.100333,-6.021209,1,14,6,44,DON BENITO,5,,0,,,170,195,6,1,,,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.021209 39.100333),5
7130,2002060066,5.5,2002-06-15,38.947312,-6.916466,1,14,6,15,BADAJOZ,5,,0,,,105,125,24,3,,840.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-6.916466 38.947312),5
7131,2002060067,4.0,2002-06-15,38.816373,-7.10628,1,14,6,15,BADAJOZ,5,,0,,,37,52,17,3,,960.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-7.10628 38.816373),5
7137,2002060074,11.07,2002-06-30,39.182941,-4.992466,1,14,6,63,HERRERA DEL DUQUE,5,,0,,,130,160,55,6,,2657.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-4.992466 39.182941),5
7138,2002060076,18.0,2002-06-30,38.254827,-5.686977,1,14,6,14,AZUAGA,5,,0,,,90,95,13,2,,4320.0,2002,6,Badajoz,Menos_de_24h,2,POINT (-5.686977 38.254827),5
7157,2002060102,8.0,2002-07-14,38.62191,-7.169527,1,14,6,95,OLIVENZA,5,,0,,,120,155,26,3,,1920.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-7.169527 38.62191),5
7159,2002060106,6.0,2002-07-06,38.588709,-6.54456,1,14,6,152,VILLALBA DE LOS BARROS,5,,0,,,40,65,13,1,,2160.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.54456 38.588709),5
7161,2002060109,1.0,2002-07-06,38.92375,-6.312305,1,14,6,83,MÉRIDA,5,,0,,,60,80,12,3,,1680.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.312305 38.92375),5
7162,2002060110,1.6,2002-07-07,38.902375,-6.226638,1,14,6,145,VALVERDE DE MÉRIDA,5,,0,,,30,45,6,1,,,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.226638 38.902375),5
7170,2002060132,4.0,2002-07-09,39.011476,-6.005968,1,14,6,120,SANTA AMALIA,5,,0,,,70,90,6,1,,960.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.005968 39.011476),5
7171,2002060133,18.2,2002-07-13,38.92283,-6.215461,1,14,6,145,VALVERDE DE MÉRIDA,5,,0,,,105,195,44,7,,2184.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.215461 38.92283),5
7173,2002060135,16.4,2002-07-07,38.136667,-6.592969,1,14,6,21,BODONAL DE LA SIERRA,5,,0,,,120,132,81,2,,3936.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.592969 38.136667),5
7174,2002060136,238.2,2002-07-02,38.281173,-6.31188,1,14,6,52,FUENTE DE CANTOS,5,,0,,,160,190,64,4,,57168.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.31188 38.281173),5
7178,2002060144,5.0,2002-07-16,38.921927,-6.410982,1,14,6,83,MÉRIDA,5,,0,,,30,40,1,0,,,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.410982 38.921927),5
7179,2002060145,1.5,2002-07-16,38.918962,-6.439922,1,14,6,83,MÉRIDA,5,,0,,,100,280,9,0,,70.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.439922 38.918962),5
7182,2002060154,9.0,2002-07-13,39.049791,-6.900273,1,14,6,15,BADAJOZ,5,,0,,,175,205,45,4,,1920.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.900273 39.049791),5
7183,2002060155,3.0,2002-07-13,38.89556,-6.746867,1,14,6,103,PUEBLA DE LA CALZADA,5,,0,,,170,175,6,1,,,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.746867 38.89556),5
7187,2002060161,10.0,2002-07-17,38.434053,-6.37812,1,14,6,108,PUEBLA DE SANCHO PÉREZ,5,,0,,,60,75,6,1,,2400.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.37812 38.434053),5
7188,2002060162,4.0,2002-07-18,38.424825,-6.094746,1,14,6,136,USAGRE,5,,0,,,65,80,4,1,,960.0,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.094746 38.424825),5
7190,2002060166,3.5,2002-07-18,38.582663,-5.459309,1,14,6,87,MONTERRUBIO DE LA SERENA,5,,0,,,75,194,24,3,,,2002,7,Badajoz,Menos_de_24h,3,POINT (-5.459309 38.582663),5
7194,2002060176,6.8,2002-07-25,38.805104,-6.40428,1,14,6,83,MÉRIDA,5,,0,,,150,210,18,2,,,2002,7,Badajoz,Menos_de_24h,3,POINT (-6.40428 38.805104),5
