,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right
73670,2013310256,1.0,2013-12-24,41.968204,-1.697025,1,13,31,173,MONTEAGUDO,5,,0,,,30,30,6,2,,,2013,12,Navarra,Menos_de_24h,4,POINT (-1.697025 41.968204),30
76466,2014310026,1.5,2014-02-14,42.76455584,-1.74683748,1,13,31,76,CIZUR,5,,0,,,0,127,4,1,,,2014,2,Navarra,Menos_de_24h,1,POINT (-1.74683748 42.76455584),30
76468,2014310032,1.0,2014-02-15,42.01163354,-1.70814298,1,13,31,68,CASCANTE,5,,0,,,0,94,2,1,,,2014,2,Navarra,Menos_de_24h,1,POINT (-1.70814298 42.01163354),30
76486,2014310090,1.0,2014-03-14,41.97785109,-1.69150533,1,13,31,233,TULEBRAS,5,,0,,,0,20,5,1,,,2014,3,Navarra,Menos_de_24h,1,POINT (-1.69150533 41.97785109),30
76492,2014310101,1.2,2014-03-15,43.11889336,-1.6395217,1,13,31,54,BERTIZARANA,5,,0,,,0,86,5,0,,,2014,3,Navarra,Menos_de_24h,1,POINT (-1.6395217 43.11889336),30
76493,2014310103,2.5,2014-03-16,42.70401224,-1.94419802,1,13,31,260,YERRI,5,,0,,,0,165,8,2,,,2014,3,Navarra,Menos_de_24h,1,POINT (-1.94419802 42.70401224),30
76506,2014310131,1.0,2014-03-20,42.92132251,-2.19639734,1,13,31,10,ALTSASU/ALSASUA,5,,0,,,0,39,2,1,,,2014,3,Navarra,Menos_de_24h,1,POINT (-2.19639734 42.92132251),30
76507,2014310134,1.0,2014-03-20,42.46329647,-1.5985146,1,13,31,51,BEIRE,5,,0,,,0,65,2,0,,,2014,3,Navarra,Menos_de_24h,1,POINT (-1.5985146 42.46329647),30
76510,2014310137,1.0,2014-03-20,42.87070123,-1.47258422,1,13,31,156,LIZOÁIN-ARRIASGOITI,5,,0,,,94,122,4,1,,,2014,3,Navarra,Menos_de_24h,1,POINT (-1.47258422 42.87070123),30
76522,2014310179,2.0,2014-04-13,42.33958888,-1.93658711,1,13,31,215,SAN ADRIÁN,5,,0,,,0,114,4,2,,,2014,4,Navarra,Menos_de_24h,2,POINT (-1.93658711 42.33958888),30
76528,2014310194,3.5,2014-04-17,42.41868103,-1.70882558,1,13,31,191,OLITE/ERRIBERI,5,,0,,,0,123,4,2,,,2014,4,Navarra,Menos_de_24h,2,POINT (-1.70882558 42.41868103),30
76531,2014310200,1.1,2014-04-18,42.54550196,-2.38458106,1,13,31,251,VIANA,5,,0,,,0,196,9,3,,,2014,4,Navarra,Menos_de_24h,2,POINT (-2.38458106 42.54550196),30
76532,2014310201,1.0,2014-04-18,42.91268698,-1.88670072,1,13,31,25,ARAKIL,5,,0,,,0,81,2,1,,,2014,4,Navarra,Menos_de_24h,2,POINT (-1.88670072 42.91268698),30
76540,2014310241,6.0,2014-05-15,42.0354315,-1.73919277,1,13,31,232,TUDELA,5,,0,,,0,163,7,3,,,2014,5,Navarra,Menos_de_24h,2,POINT (-1.73919277 42.0354315),30
76543,2014310249,5.0,2014-05-18,42.42087977,-2.19183076,1,13,31,165,MENDAVIA,5,,0,,,0,227,11,2,,,2014,5,Navarra,Menos_de_24h,2,POINT (-2.19183076 42.42087977),30
76547,2014310278,4.5,2014-06-17,42.01637057,-1.87032085,1,13,31,105,FITERO,5,,0,,,0,720,17,5,,,2014,6,Navarra,Menos_de_24h,2,POINT (-1.87032085 42.01637057),30
76555,2014310305,1.6,2014-09-16,42.08638686,-1.81500916,1,13,31,72,CINTRUÉNIGO,5,,0,,,0,146,5,2,,,2014,9,Navarra,Menos_de_24h,3,POINT (-1.81500916 42.08638686),30
76556,2014310306,1.0,2014-10-06,42.47060438,-1.36627945,1,13,31,69,CÁSEDA,5,,0,,,0,138,2,1,,,2014,10,Navarra,Menos_de_24h,4,POINT (-1.36627945 42.47060438),30
76557,2014310310,1.0,2014-10-20,42.54346295,-2.39915481,1,13,31,251,VIANA,5,,0,,,0,228,7,2,,,2014,10,Navarra,Menos_de_24h,4,POINT (-2.39915481 42.54346295),30
76558,2014310325,3.7,2014-03-31,43.18061892,-1.50313407,1,13,31,50,BAZTAN,5,,0,,,0,0,0,0,,,2014,3,Navarra,Menos_de_24h,1,POINT (-1.50313407 43.18061892),30
80041,2015310002,1.0,2015-01-10,41.93844738,-1.42342186,1,13,31,78,CORTES,5,,0,,,0,82,3,1,,,2015,1,Navarra,Menos_de_24h,,POINT (-1.42342186 41.93844738),30
80046,2015310030,2.5,2015-03-08,42.90760331,-2.10825134,1,13,31,44,BAKAIKU,5,,0,,,0,61,4,2,,,2015,3,Navarra,Menos_de_24h,1,POINT (-2.10825134 42.90760331),30
80051,2015310040,2.0,2015-03-10,42.99704208,-1.62087963,1,13,31,140,LANTZ,5,,0,,,0,237,8,5,,,2015,3,Navarra,Menos_de_24h,1,POINT (-1.62087963 42.99704208),30
80056,2015310055,1.2,2015-03-17,42.70299904,-1.34375177,1,13,31,242,URRAUL BAJO,5,,0,,,0,151,7,2,,,2015,3,Navarra,Menos_de_24h,1,POINT (-1.34375177 42.70299904),30
80059,2015310060,1.5,2015-03-29,42.37158885,-1.57860906,1,13,31,220,SANTACARA,5,,0,,,0,192,2,1,,,2015,3,Navarra,Menos_de_24h,1,POINT (-1.57860906 42.37158885),30
80064,2015310074,1.0,2015-04-08,42.37471295,-1.42882876,1,13,31,67,CARCASTILLO,5,,0,,,0,227,15,9,,,2015,4,Navarra,Menos_de_24h,2,POINT (-1.42882876 42.37471295),30
80084,2015310099,1.0,2015-04-15,42.33847259,-1.64922696,1,13,31,65,CAPARROSO,5,,0,,,0,123,5,2,,,2015,4,Navarra,Menos_de_24h,2,POINT (-1.64922696 42.33847259),30
80095,2015310122,6.59,2015-05-11,42.51257054,-2.36853179,1,13,31,251,VIANA,5,,0,,,293,358,11,7,,,2015,5,Navarra,Menos_de_24h,2,POINT (-2.36853179 42.51257054),30
80105,2015310162,1.0,2015-06-02,42.36515647,-1.99238369,1,13,31,15,ANDOSILLA,5,,0,,,0,140,4,3,,,2015,6,Navarra,Menos_de_24h,2,POINT (-1.99238369 42.36515647),30
80116,2015310218,1.4,2015-07-29,41.9244792,-1.41497415,1,13,31,78,CORTES,5,,0,,,0,320,8,2,,,2015,7,Navarra,Menos_de_24h,3,POINT (-1.41497415 41.9244792),30
80117,2015310225,1.5,2015-08-19,41.96100798,-1.5348707,1,13,31,208,RIBAFORADA,5,,0,,,0,118,4,2,,,2015,8,Navarra,Menos_de_24h,3,POINT (-1.5348707 41.96100798),30
80118,2015310227,5.5,2015-08-20,42.61755406,-1.19803389,1,13,31,261,YESA,5,,0,,,0,345,34,8,,,2015,8,Navarra,Menos_de_24h,3,POINT (-1.19803389 42.61755406),30
80119,2015310229,6.6,2015-08-25,42.60737796,-2.22937484,1,13,31,175,MUES,5,,0,,,654,1394,37,11,,,2015,8,Navarra,Menos_de_24h,3,POINT (-2.22937484 42.60737796),30
80120,2015310230,8.0,2015-08-26,42.03914542,-1.55891961,1,13,31,232,TUDELA,5,,0,,,0,220,8,2,,,2015,8,Navarra,Menos_de_24h,3,POINT (-1.55891961 42.03914542),30
80121,2015310237,1.0,2015-09-12,42.06334883,-1.65952296,1,13,31,232,TUDELA,5,,0,,,0,151,3,1,,,2015,9,Navarra,Menos_de_24h,3,POINT (-1.65952296 42.06334883),30
80122,2015310247,1.5,2015-10-03,42.52680755,-2.37820195,1,13,31,251,VIANA,5,,0,,,0,137,4,2,,,2015,10,Navarra,Menos_de_24h,4,POINT (-2.37820195 42.52680755),30
80123,2015310250,2.0,2015-10-10,42.79074807,-1.74975716,1,13,31,76,CIZUR,5,,0,,,100,113,5,1,,,2015,10,Navarra,Menos_de_24h,4,POINT (-1.74975716 42.79074807),30
80126,2015310257,1.0,2015-10-26,42.69134573,-1.6489171,1,13,31,228,TIEBAS-MURUARTE DE RETA,5,,0,,,0,61,3,1,,,2015,10,Navarra,Menos_de_24h,4,POINT (-1.6489171 42.69134573),30
80128,2015310265,1.0,2015-11-29,42.06334883,-1.65952296,1,13,31,232,TUDELA,5,,0,,,0,27,3,2,,,2015,11,Navarra,Menos_de_24h,4,POINT (-1.65952296 42.06334883),30
80129,2015310266,4.0,2015-12-07,43.13977658,-1.56805958,1,13,31,50,BAZTAN,5,,0,,,0,212,4,2,,,2015,12,Navarra,Menos_de_24h,4,POINT (-1.56805958 43.13977658),30
80141,2015310285,1.0,2015-12-27,42.93158041,-0.84209977,1,13,31,128,IZABA/ISABA,5,,0,,,0,159,7,2,,,2015,12,Navarra,Menos_de_24h,4,POINT (-0.84209977 42.93158041),30
14924,2003060027,1.0,2003-06-10,43.356297,-6.891096,1,14,6,15,BADAJOZ,5,,0,,,75,90,9,2,,,2003,6,Badajoz,Menos_de_24h,2,POINT (-6.891096 43.356297),32
34380,2005330078,1.5,2005-02-11,43.360576,-5.920395,1,5,33,44,OVIEDO,5,,0,,,0,3,3,0,,,2005,2,Asturias,Menos_de_24h,1,POINT (-5.920395 43.360576),32
34386,2005330092,1.5,2005-02-11,43.375073,-5.28361,1,5,33,49,PILOÑA,5,,0,,,0,111,2,1,,,2005,2,Asturias,Menos_de_24h,1,POINT (-5.28361 43.375073),32
34392,2005330100,1.0,2005-02-12,43.189963,-6.477171,1,5,33,11,CANGAS DEL NARCEA,5,,0,,,0,168,3,0,,,2005,2,Asturias,Menos_de_24h,1,POINT (-6.477171 43.189963),32
34396,2005330110,5.0,2005-02-12,43.295724,-4.664261,1,5,33,46,PEÑAMELLERA ALTA,5,,0,,,239,351,7,0,,,2005,2,Asturias,Menos_de_24h,1,POINT (-4.664261 43.295724),32
34398,2005330115,2.0,2005-02-12,43.377471,-5.160261,1,5,33,45,PARRES,5,,0,,,0,101,9,0,,,2005,2,Asturias,Menos_de_24h,1,POINT (-5.160261 43.377471),32
34399,2005330116,1.5,2005-02-12,43.377471,-5.160261,1,5,33,45,PARRES,5,,0,,,36,45,4,0,,,2005,2,Asturias,Menos_de_24h,1,POINT (-5.160261 43.377471),32
34400,2005330117,1.5,2005-02-12,43.36416,-6.223139,1,5,33,59,SALAS,5,,0,,,76,229,4,1,,,2005,2,Asturias,Menos_de_24h,1,POINT (-6.223139 43.36416),32
34403,2005330120,10.0,2005-02-12,43.379735,-5.036896,1,5,33,12,CANGAS DE ONÍS,5,,0,,,0,174,9,0,,,2005,2,Asturias,Menos_de_24h,1,POINT (-5.036896 43.379735),32
34649,2005330442,6.0,2005-03-18,43.295947,-6.743245,1,5,33,1,ALLANDE,5,,0,,,139,269,9,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.743245 43.295947),32
34662,2005330458,8.0,2005-03-19,43.288997,-6.752944,1,5,33,1,ALLANDE,5,,0,,,0,469,18,2,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.752944 43.288997),32
34818,2005330655,2.0,2005-03-22,43.356505,-6.689775,1,5,33,1,ALLANDE,5,,0,,,0,132,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.689775 43.356505),32
34820,2005330658,5.0,2005-03-25,43.298237,-6.723275,1,5,33,1,ALLANDE,5,,0,,,0,716,4,0,,14784.0,2005,3,Asturias,Menos_de_24h,1,POINT (-6.723275 43.298237),32
34822,2005330660,4.0,2005-03-22,43.141648,-5.611287,1,5,33,2,ALLER,5,,0,,,0,196,9,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.611287 43.141648),32
34823,2005330662,3.0,2005-03-24,43.106398,-5.500832,1,5,33,2,ALLER,5,,0,,,0,241,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.500832 43.106398),32
34835,2005330675,5.0,2005-04-30,43.131809,-5.670076,1,5,33,2,ALLER,5,,0,,,0,160,7,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.670076 43.131809),32
34836,2005330676,25.0,2005-04-30,43.130899,-5.696948,1,5,33,2,ALLER,5,,0,,,0,292,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.696948 43.130899),32
34838,2005330679,1.0,2005-03-25,43.284943,-5.133428,1,5,33,3,AMIEVA,5,,0,,,332,408,6,1,,4348.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.133428 43.284943),32
34840,2005330681,6.0,2005-03-24,43.295434,-5.135312,1,5,33,3,AMIEVA,5,,0,,,303,421,8,1,,12936.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.135312 43.295434),32
34841,2005330682,7.0,2005-04-28,43.29376,-5.148739,1,5,33,3,AMIEVA,5,,0,,,0,233,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.148739 43.29376),32
34844,2005330685,1.0,2005-04-01,43.297125,-5.125237,1,5,33,3,AMIEVA,5,,0,,,90,120,5,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.125237 43.297125),32
34848,2005330691,1.0,2005-04-28,43.256373,-5.131938,1,5,33,3,AMIEVA,5,,0,,,0,115,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.131938 43.256373),32
34852,2005330699,15.0,2005-03-22,43.353708,-6.187778,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,0,414,12,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.187778 43.353708),32
34853,2005330700,20.0,2005-03-23,43.349107,-6.197136,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,92,332,6,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.197136 43.349107),32
34855,2005330707,2.0,2005-03-24,43.258822,-6.215243,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,0,288,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.215243 43.258822),32
34856,2005330708,5.0,2005-03-27,43.343413,-6.198872,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,360,439,7,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.198872 43.343413),32
34857,2005330709,1.5,2005-03-30,43.204666,-6.222204,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,122,150,5,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.222204 43.204666),32
34858,2005330710,2.0,2005-03-31,43.304972,-6.287494,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,233,308,11,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-6.287494 43.304972),32
34859,2005330711,1.5,2005-04-01,43.273319,-6.272936,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,0,167,4,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-6.272936 43.273319),32
34860,2005330713,2.5,2005-04-01,43.311163,-6.253662,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,0,249,0,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-6.253662 43.311163),32
34861,2005330714,2.5,2005-04-01,43.263724,-6.317488,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,0,131,7,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-6.317488 43.263724),32
34863,2005330718,7.0,2005-04-30,43.285967,-6.216267,1,5,33,5,BELMONTE DE MIRANDA,5,,0,,,0,235,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-6.216267 43.285967),32
34864,2005330720,2.0,2005-03-25,43.311619,-5.570789,1,5,33,6,BIMENES,5,,0,,,52,83,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.570789 43.311619),32
34865,2005330721,4.0,2005-04-30,43.338698,-5.563383,1,5,33,6,BIMENES,5,,0,,,0,117,4,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.563383 43.338698),32
34866,2005330722,1.0,2005-04-13,43.307331,-5.54876,1,5,33,6,BIMENES,5,,0,,,0,66,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.54876 43.307331),32
34868,2005330727,80.0,2005-03-24,43.310311,-4.91079,1,5,33,8,CABRALES,5,,0,,,0,2145,4,1,,,2005,3,Asturias,Entre_1dia_y_1semana,1,POINT (-4.91079 43.310311),32
34872,2005330738,2.5,2005-04-29,43.304652,-4.813765,1,5,33,8,CABRALES,5,,0,,,149,1054,5,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-4.813765 43.304652),32
34873,2005330739,1.5,2005-04-28,43.310311,-4.91079,1,5,33,8,CABRALES,5,,0,,,0,148,5,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-4.91079 43.310311),32
34875,2005330741,8.0,2005-04-29,43.327893,-4.862399,1,5,33,8,CABRALES,5,,0,,,0,266,8,1,,6930.0,2005,4,Asturias,Menos_de_24h,2,POINT (-4.862399 43.327893),32
34876,2005330747,2.5,2005-03-26,43.407308,-5.383276,1,5,33,9,CABRANES,5,,0,,,0,59,2,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.383276 43.407308),32
34877,2005330748,3.0,2005-04-01,43.396536,-5.399337,1,5,33,9,CABRANES,5,,0,,,197,226,2,1,,16331.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.399337 43.396536),32
34898,2005330773,1.5,2005-03-22,43.357982,-5.1186,1,5,33,12,CANGAS DE ONÍS,5,,0,,,115,154,5,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.1186 43.357982),32
34900,2005330775,2.0,2005-03-23,43.345706,-5.012143,1,5,33,12,CANGAS DE ONÍS,5,,0,,,48,68,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.012143 43.345706),32
34905,2005330781,5.0,2005-03-23,43.320906,-5.069744,1,5,33,12,CANGAS DE ONÍS,5,,0,,,125,774,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.069744 43.320906),32
34909,2005330786,3.0,2005-03-24,43.417624,-5.088823,1,5,33,12,CANGAS DE ONÍS,5,,0,,,88,158,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.088823 43.417624),32
34912,2005330789,20.02,2005-03-25,43.395963,-5.015917,1,5,33,12,CANGAS DE ONÍS,5,,0,,,154,226,12,2,,866.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.015917 43.395963),32
34913,2005330790,2.0,2005-03-25,43.365363,-5.036501,1,5,33,12,CANGAS DE ONÍS,5,,0,,,0,84,5,1,,866.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.036501 43.365363),32
34914,2005330795,1.5,2005-03-31,43.394199,-5.046295,1,5,33,12,CANGAS DE ONÍS,5,,0,,,302,558,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.046295 43.394199),32
34915,2005330796,1.6,2005-04-01,43.334004,-5.046406,1,5,33,12,CANGAS DE ONÍS,5,,0,,,179,200,7,2,,2280.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.046406 43.334004),32
34916,2005330798,3.0,2005-04-01,43.397202,-5.07702,1,5,33,12,CANGAS DE ONÍS,5,,0,,,0,110,3,0,,2280.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.07702 43.397202),32
34918,2005330807,6.0,2005-03-25,43.208489,-5.399126,1,5,33,15,CASO,5,,0,,,417,463,5,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.399126 43.208489),32
34919,2005330808,10.5,2005-03-26,43.211056,-5.3961,1,5,33,15,CASO,5,,0,,,0,189,11,2,,2280.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.3961 43.211056),32
34920,2005330810,2.0,2005-04-07,43.195751,-5.392092,1,5,33,15,CASO,5,,0,,,0,72,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.392092 43.195751),32
34925,2005330820,1.5,2005-04-16,43.532326,-5.684599,1,5,33,24,GIJÓN,5,,0,,,0,88,3,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.684599 43.532326),32
34926,2005330821,2.0,2005-04-30,43.465553,-5.705239,1,5,33,24,GIJÓN,5,,0,,,0,101,3,1,,8896.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.705239 43.465553),32
34927,2005330822,1.5,2005-04-15,43.515354,-5.767233,1,5,33,24,GIJÓN,5,,0,,,0,183,3,0,,9853.0,2005,4,Asturias,Menos_de_24h,2,POINT (-5.767233 43.515354),32
34928,2005330823,1.0,2005-03-24,43.509843,-5.609192,1,5,33,24,GIJÓN,5,,0,,,0,1,3,0,,1625.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.609192 43.509843),32
34951,2005330862,2.0,2005-03-22,43.321316,-5.640704,1,5,33,31,LANGREO,5,,0,,,0,164,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.640704 43.321316),32
34952,2005330863,2.0,2005-03-22,43.340098,-5.652386,1,5,33,31,LANGREO,5,,0,,,0,188,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.652386 43.340098),32
34956,2005330868,18.0,2005-03-25,43.275104,-5.73582,1,5,33,31,LANGREO,5,,0,,,192,253,7,1,,2280.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.73582 43.275104),32
34958,2005330874,2.5,2005-04-01,43.33179,-5.724613,1,5,33,31,LANGREO,5,,0,,,0,208,5,2,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.724613 43.33179),32
34961,2005330879,10.0,2005-03-25,43.241605,-5.584296,1,5,33,32,LAVIANA,5,,0,,,297,318,2,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.584296 43.241605),32
34962,2005330882,5.0,2005-03-31,43.255344,-5.540172,1,5,33,32,LAVIANA,5,,0,,,0,171,8,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.540172 43.255344),32
34964,2005330884,2.0,2005-04-12,43.283308,-5.545156,1,5,33,32,LAVIANA,5,,0,,,100,135,4,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.545156 43.283308),32
34965,2005330885,2.0,2005-04-13,43.22825,-5.587943,1,5,33,32,LAVIANA,5,,0,,,104,138,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.587943 43.22825),32
34966,2005330886,1.2,2005-03-22,43.192023,-5.803098,1,5,33,33,LENA,5,,0,,,125,183,5,2,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.803098 43.192023),32
34967,2005330888,3.0,2005-03-23,43.085678,-5.745084,1,5,33,33,LENA,5,,0,,,99,122,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.745084 43.085678),32
34968,2005330890,3.0,2005-03-24,43.164615,-5.815534,1,5,33,33,LENA,5,,0,,,116,262,6,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.815534 43.164615),32
34969,2005330892,7.0,2005-03-25,43.064987,-5.843056,1,5,33,33,LENA,5,,0,,,0,739,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.843056 43.064987),32
34971,2005330896,3.0,2005-03-29,43.159104,-5.873802,1,5,33,33,LENA,5,,0,,,100,120,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.873802 43.159104),32
34972,2005330897,2.0,2005-03-29,43.162786,-5.817418,1,5,33,33,LENA,5,,0,,,186,197,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.817418 43.162786),32
34973,2005330898,5.5,2005-03-30,43.159104,-5.873802,1,5,33,33,LENA,5,,0,,,261,280,9,2,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.873802 43.159104),32
34974,2005330899,10.0,2005-03-30,43.077289,-5.749451,1,5,33,33,LENA,5,,0,,,0,250,10,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.749451 43.077289),32
34976,2005330903,4.0,2005-04-06,43.166642,-5.824263,1,5,33,33,LENA,5,,0,,,0,249,9,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.824263 43.166642),32
34979,2005330908,2.0,2005-04-29,43.069303,-5.864576,1,5,33,33,LENA,5,,0,,,0,399,4,2,,,2005,4,Asturias,Menos_de_24h,2,POINT (-5.864576 43.069303),32
34980,2005330909,2.0,2005-03-22,43.402342,-5.007546,1,5,33,36,LLANES,5,,0,,,151,224,3,0,,2280.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.007546 43.402342),32
34984,2005330916,2.0,2005-03-23,43.414662,-4.76045,1,5,33,36,LLANES,5,,0,,,23,29,3,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.76045 43.414662),32
34985,2005330917,1.0,2005-03-23,43.426006,-4.783152,1,5,33,36,LLANES,5,,0,,,0,122,5,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.783152 43.426006),32
34986,2005330918,2.0,2005-03-23,43.393617,-4.957684,1,5,33,36,LLANES,5,,0,,,0,171,3,1,,1668.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.957684 43.393617),32
34987,2005330919,4.0,2005-03-23,43.387797,-4.943088,1,5,33,36,LLANES,5,,0,,,0,1272,5,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.943088 43.387797),32
34988,2005330920,2.5,2005-03-23,43.414784,-4.891493,1,5,33,36,LLANES,5,,0,,,409,432,2,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.891493 43.414784),32
34989,2005330922,7.0,2005-03-24,43.419465,-4.921212,1,5,33,36,LLANES,5,,0,,,0,1772,12,2,,26150.0,2005,3,Asturias,Entre_1dia_y_1semana,1,POINT (-4.921212 43.419465),32
34990,2005330923,1.5,2005-03-24,43.38129,-4.916796,1,5,33,36,LLANES,5,,0,,,0,146,3,0,,10654.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.916796 43.38129),32
34992,2005330925,8.0,2005-03-24,43.37295,-4.866296,1,5,33,36,LLANES,5,,0,,,925,1007,1,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.866296 43.37295),32
34993,2005330926,1.5,2005-03-24,43.455106,-4.974956,1,5,33,36,LLANES,5,,0,,,80,100,5,1,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.974956 43.455106),32
34994,2005330927,5.0,2005-03-24,43.402342,-5.007546,1,5,33,36,LLANES,5,,0,,,0,343,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.007546 43.402342),32
34996,2005330930,1.5,2005-03-24,43.402406,-4.901605,1,5,33,36,LLANES,5,,0,,,192,198,4,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-4.901605 43.402406),32
34997,2005330931,6.0,2005-03-25,43.440237,-4.93886,1,5,33,36,LLANES,5,,0,,,275,474,11,0,,15328.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.93886 43.440237),32
35000,2005330943,4.0,2005-03-26,43.393617,-4.957684,1,5,33,36,LLANES,5,,0,,,0,195,7,1,,11678.0,2005,3,Asturias,Menos_de_24h,1,POINT (-4.957684 43.393617),32
35001,2005330951,9.5,2005-04-01,43.415461,-4.800494,1,5,33,36,LLANES,5,,0,,,0,328,3,1,,,2005,4,Asturias,Menos_de_24h,2,POINT (-4.800494 43.415461),32
35002,2005330952,2.0,2005-04-01,43.387797,-4.943088,1,5,33,36,LLANES,5,,0,,,0,264,4,0,,,2005,4,Asturias,Menos_de_24h,2,POINT (-4.943088 43.387797),32
35003,2005330956,4.0,2005-04-29,43.391978,-4.943469,1,5,33,36,LLANES,5,,0,,,246,388,15,3,,4744.0,2005,4,Asturias,Menos_de_24h,2,POINT (-4.943469 43.391978),32
35004,2005330958,8.0,2005-03-22,43.274561,-5.758396,1,5,33,37,MIERES,5,,0,,,0,686,7,1,,2280.0,2005,3,Asturias,Menos_de_24h,1,POINT (-5.758396 43.274561),32
35008,2005330965,1.5,2005-03-25,43.282222,-5.773729,1,5,33,37,MIERES,5,,0,,,72,90,3,0,,,2005,3,Asturias,Menos_de_24h,1,POINT (-5.773729 43.282222),32
