,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos
21399,2004020037,78.0,2004-06-29,38.337223,-1.645242,11,2,37,HELLÍN,1,2235,3690,2004,6,Albacete,Entre_1dia_y_1semana,2,POINT (-1.645242 38.337223),1,0,178
21401,2004020052,4.0,2004-07-11,38.515307,-1.728393,11,2,37,HELLÍN,4,30,210,2004,7,Albacete,Menos_de_24h,3,POINT (-1.728393 38.515307),1,1,17
21408,2004020076,2.0,2004-08-14,39.143788,-1.686925,11,2,75,VALDEGANGA,2,45,140,2004,8,Albacete,Menos_de_24h,3,POINT (-1.686925 39.143788),1,0,29
21417,2004020094,1.5,2004-09-10,38.391258,-1.772912,11,2,37,HELLÍN,1,185,1250,2004,9,Albacete,Menos_de_24h,3,POINT (-1.772912 38.391258),1,0,51
21418,2004020101,3.4,2004-10-02,38.673234,-2.503281,11,2,8,ALCARAZ,2,49,220,2004,10,Albacete,Menos_de_24h,4,POINT (-2.503281 38.673234),1,0,29
21420,2004020105,1.1,2004-10-09,38.408425,-2.33112,11,2,86,YESTE,2,150,945,2004,10,Albacete,Menos_de_24h,4,POINT (-2.33112 38.408425),1,0,77
21422,2004020119,3.0,2004-11-15,38.734963,-2.08982,11,2,60,PEÑAS DE SAN PEDRO,2,60,300,2004,11,Albacete,Menos_de_24h,4,POINT (-2.08982 38.734963),1,0,45
29047,2005020001,1.5,2005-01-07,38.592201,-2.355828,11,2,58,PATERNA  DEL MADERA,2,75,125,2005,1,Albacete,Menos_de_24h,,POINT (-2.355828 38.592201),1,0,15
29048,2005020005,2.0,2005-01-24,38.541382,-1.632069,11,2,37,HELLÍN,2,90,120,2005,1,Albacete,Menos_de_24h,,POINT (-1.632069 38.541382),1,0,9
29053,2005020023,2.0,2005-03-07,39.327123,-1.335291,11,2,82,VILLATOYA,2,110,2890,2005,3,Albacete,Entre_1dia_y_1semana,1,POINT (-1.335291 39.327123),1,0,26
29056,2005020030,2.89,2005-03-16,38.44042,-2.545788,11,2,84,VILLAVERDE DE GUADALIMAR,2,195,4140,2005,3,Albacete,Entre_1dia_y_1semana,1,POINT (-2.545788 38.44042),1,0,57
29058,2005020035,1.14,2005-03-21,38.369054,-2.0952,11,2,42,LETUR,2,180,390,2005,3,Albacete,Menos_de_24h,1,POINT (-2.0952 38.369054),1,0,53
29059,2005020039,1.5,2005-03-24,38.682308,-2.589079,11,2,62,POVEDILLA,2,90,180,2005,3,Albacete,Menos_de_24h,1,POINT (-2.589079 38.682308),1,0,9
29060,2005020040,3.0,2005-03-25,38.482961,-2.271592,11,2,49,MOLINICOS,2,240,1530,2005,3,Albacete,Entre_1dia_y_1semana,1,POINT (-2.271592 38.482961),1,0,42
29061,2005020041,1.0,2005-03-25,38.46295,-2.281192,11,2,49,MOLINICOS,2,60,120,2005,3,Albacete,Menos_de_24h,1,POINT (-2.281192 38.46295),1,0,15
29064,2005020047,1.5,2005-04-01,38.574739,-2.379667,11,2,58,PATERNA  DEL MADERA,2,40,160,2005,4,Albacete,Menos_de_24h,2,POINT (-2.379667 38.574739),1,0,22
29068,2005020052,1.5,2005-04-13,38.443901,-1.74876,11,2,37,HELLÍN,2,45,150,2005,4,Albacete,Menos_de_24h,2,POINT (-1.74876 38.443901),1,0,7
29071,2005020061,1.1,2005-04-27,39.110061,-1.257869,11,2,20,CARCELÉN,2,175,550,2005,4,Albacete,Menos_de_24h,2,POINT (-1.257869 39.110061),1,0,26
29072,2005020065,1.1,2005-04-30,38.440709,-2.047499,11,2,30,ELCHE DE LA SIERRA,2,75,135,2005,4,Albacete,Menos_de_24h,2,POINT (-2.047499 38.440709),1,0,10
29075,2005020074,2.3,2005-05-11,39.142092,-1.686714,11,2,75,VALDEGANGA,2,313,1233,2005,5,Albacete,Menos_de_24h,2,POINT (-1.686714 39.142092),1,0,16
29076,2005020080,1.0,2005-05-22,38.783676,-2.376307,11,2,68,ROBLEDO,2,135,230,2005,5,Albacete,Menos_de_24h,2,POINT (-2.376307 38.783676),1,0,10
29081,2005020097,11.3,2005-06-21,39.294773,-1.219382,11,2,13,BALSA DE VES,1,723,4428,2005,6,Albacete,Entre_1dia_y_1semana,2,POINT (-1.219382 39.294773),1,0,92
29082,2005020098,2.8,2005-06-22,38.674656,-2.208484,11,2,59,PEÑASCOSA,1,270,1725,2005,6,Albacete,Entre_1dia_y_1semana,2,POINT (-2.208484 38.674656),1,0,32
29083,2005020122,1.0,2005-07-08,39.116291,-1.858394,11,2,3,ALBACETE,1,23,83,2005,7,Albacete,Menos_de_24h,3,POINT (-1.858394 39.116291),1,0,14
29086,2005020150,1.2,2005-09-19,38.551801,-2.306956,11,2,49,MOLINICOS,2,70,430,2005,9,Albacete,Menos_de_24h,3,POINT (-2.306956 38.551801),1,0,28
32620,2005300108,3.5,2005-08-14,38.365269,-1.770524,8,30,28,MORATALLA,2,160,270,2005,8,Murcia,Menos_de_24h,3,POINT (-1.770524 38.365269),1,0,186
38049,2006020001,1.5,2006-02-18,38.419124,-2.250835,11,2,86,YESTE,2,130,265,2006,2,Albacete,Menos_de_24h,1,POINT (-2.250835 38.419124),1,0,28
38050,2006020004,2.0,2006-03-14,38.493864,-2.419728,11,2,67,RIÓPAR,2,85,115,2006,3,Albacete,Menos_de_24h,1,POINT (-2.419728 38.493864),1,0,26
38051,2006020005,1.22,2006-03-15,38.803276,-2.329126,11,2,68,ROBLEDO,2,60,95,2006,3,Albacete,Menos_de_24h,1,POINT (-2.329126 38.803276),1,0,7
38052,2006020022,1.75,2006-04-12,38.352688,-1.96449,11,2,31,FÉREZ,2,72,412,2006,4,Albacete,Menos_de_24h,2,POINT (-1.96449 38.352688),1,0,38
38053,2006020029,1.74,2006-05-14,39.177864,-1.919081,11,2,3,ALBACETE,2,230,1515,2006,5,Albacete,Entre_1dia_y_1semana,2,POINT (-1.919081 39.177864),1,0,44
38054,2006020037,1.0,2006-06-06,39.034713,-2.237955,11,2,15,BARRAX,3,63,83,2006,6,Albacete,Menos_de_24h,2,POINT (-2.237955 39.034713),1,0,16
38055,2006020046,4.92,2006-07-02,38.514585,-2.407747,11,2,67,RIÓPAR,2,286,3310,2006,7,Albacete,Entre_1dia_y_1semana,3,POINT (-2.407747 38.514585),1,0,177
38056,2006020048,1.91,2006-07-09,38.723152,-2.034063,11,2,60,PEÑAS DE SAN PEDRO,2,105,1455,2006,7,Albacete,Entre_1dia_y_1semana,3,POINT (-2.034063 38.723152),1,0,53
38057,2006020056,3.0,2006-07-30,38.634891,-2.272883,11,2,58,PATERNA  DEL MADERA,2,205,340,2006,7,Albacete,Menos_de_24h,3,POINT (-2.272883 38.634891),1,0,73
38058,2006020064,45.0,2006-08-12,38.784186,-1.484809,11,2,61,PÉTROLA,3,214,1652,2006,8,Albacete,Entre_1dia_y_1semana,3,POINT (-1.484809 38.784186),1,0,82
43643,2007020038,1.2,2007-08-05,39.364389,-1.395635,11,2,24,CASAS-IBÁÑEZ,1,80,1010,2007,8,Albacete,Menos_de_24h,3,POINT (-1.395635 39.364389),1,0,48
43644,2007020042,1.25,2007-08-11,38.660761,-1.742582,11,2,74,TOBARRA,1,100,482,2007,8,Albacete,Menos_de_24h,3,POINT (-1.742582 38.660761),1,0,47
43645,2007020048,2.92,2007-08-29,38.839138,-1.716808,11,2,29,CHINCHILLA DE MONTE-ARAGÓN,3,40,186,2007,8,Albacete,Menos_de_24h,3,POINT (-1.716808 38.839138),1,0,23
43646,2007020049,1.4,2007-08-29,39.194363,-1.715894,11,2,46,MAHORA,2,58,119,2007,8,Albacete,Menos_de_24h,3,POINT (-1.715894 39.194363),1,0,23
47054,2008029007,3.0,2008-03-04,38.554597,-2.612003,11,2,80,VILLAPALACIOS,2,89,180,2008,3,Albacete,Menos_de_24h,1,POINT (-2.612003 38.554597),1,0,20
47055,2008029010,10.0,2008-03-07,38.457853,-2.229277,11,2,49,MOLINICOS,2,282,1563,2008,3,Albacete,Entre_1dia_y_1semana,1,POINT (-2.229277 38.457853),1,0,37
47057,2008029014,2.5,2008-03-15,39.178636,-1.494297,11,2,66,"RECUEJA, LA",2,120,420,2008,3,Albacete,Menos_de_24h,1,POINT (-1.494297 39.178636),1,0,14
51419,2009020009,2.45,2009-02-23,38.507953,-2.400702,11,2,67,RIÓPAR,2,49,194,2009,2,Albacete,Menos_de_24h,1,POINT (-2.400702 38.507953),1,0,16
51420,2009020064,8.42,2009-05-29,39.028732,-1.55446,11,2,39,HIGUERUELA,3,138,341,2009,5,Albacete,Menos_de_24h,2,POINT (-1.55446 39.028732),1,0,24
51424,2009020113,431.0,2009-06-11,39.014334,-1.526525,11,2,39,HIGUERUELA,3,1729,3172,2009,6,Albacete,Entre_1dia_y_1semana,2,POINT (-1.526525 39.014334),1,0,83
51425,2009020145,140.0,2009-06-14,39.024126,-1.520592,11,2,39,HIGUERUELA,3,1178,4455,2009,6,Albacete,Entre_1dia_y_1semana,2,POINT (-1.520592 39.024126),1,0,58
51426,2009020227,4.47,2009-06-30,38.578036,-1.719332,11,2,74,TOBARRA,4,100,314,2009,6,Albacete,Menos_de_24h,2,POINT (-1.719332 38.578036),1,1,89
51427,2009020253,1.41,2009-07-06,39.155569,-1.616411,11,2,41,JORQUERA,3,147,708,2009,7,Albacete,Menos_de_24h,3,POINT (-1.616411 39.155569),1,0,85
51428,2009020270,1.9,2009-07-07,38.705041,-2.222974,11,2,22,CASAS DE LÁZARO,2,125,1712,2009,7,Albacete,Entre_1dia_y_1semana,3,POINT (-2.222974 38.705041),1,0,100
51431,2009020521,1.5,2009-10-10,38.69835,-2.480626,11,2,8,ALCARAZ,2,28,84,2009,10,Albacete,Menos_de_24h,4,POINT (-2.480626 38.69835),1,0,13
51432,2009020542,2.1,2009-11-15,38.574366,-2.59765,11,2,80,VILLAPALACIOS,2,82,349,2009,11,Albacete,Menos_de_24h,4,POINT (-2.59765 38.574366),1,0,36
51433,2009020551,5.82,2009-11-27,38.48523,-1.508047,11,2,37,HELLÍN,2,156,1206,2009,11,Albacete,Menos_de_24h,4,POINT (-1.508047 38.48523),1,0,71
51434,2009020552,1.2,2009-12-06,38.310972,-2.431048,11,2,86,YESTE,2,133,1453,2009,12,Albacete,Entre_1dia_y_1semana,4,POINT (-2.431048 38.310972),1,0,39
57190,2010020083,1.59,2010-06-27,38.560783,-1.636716,11,2,74,TOBARRA,2,70,220,2010,6,Albacete,Menos_de_24h,2,POINT (-1.636716 38.560783),1,0,33
57191,2010020098,4.83,2010-07-02,39.159214,-1.613793,11,2,41,JORQUERA,1,227,1697,2010,7,Albacete,Entre_1dia_y_1semana,3,POINT (-1.613793 39.159214),1,0,114
57192,2010020202,2.8,2010-08-16,38.610036,-2.696262,11,2,8,ALCARAZ,1,238,1062,2010,8,Albacete,Menos_de_24h,3,POINT (-2.696262 38.610036),1,0,105
61107,2011020075,2.92,2011-06-23,38.946351,-2.465377,11,2,19,"BONILLO, EL",3,96,280,2011,6,Albacete,Menos_de_24h,2,POINT (-2.465377 38.946351),1,0,29
61109,2011020080,1.37,2011-06-26,39.114125,-2.34097,11,2,53,MUNERA,3,22,127,2011,6,Albacete,Menos_de_24h,2,POINT (-2.34097 39.114125),1,0,18
61113,2011020123,3.0,2011-07-17,39.195423,-1.538185,11,2,41,JORQUERA,2,149,309,2011,7,Albacete,Menos_de_24h,3,POINT (-1.538185 39.195423),1,0,22
61119,2011020224,3.01,2011-08-29,39.075438,-1.531011,11,2,64,POZO-LORENTE,1,114,141,2011,8,Albacete,Menos_de_24h,3,POINT (-1.531011 39.075438),1,0,40
66698,2012020016,4.7,2012-02-04,39.254009,-1.559208,11,2,34,FUENTEALBILLA,2,167,4217,2012,2,Albacete,Entre_1dia_y_1semana,1,POINT (-1.559208 39.254009),1,0,22
66702,2012020029,3.26,2012-02-14,38.578108,-1.650302,11,2,74,TOBARRA,4,97,208,2012,2,Albacete,Menos_de_24h,1,POINT (-1.650302 38.578108),1,1,29
66704,2012020084,1.0,2012-04-09,38.394348,-2.288262,11,2,86,YESTE,2,85,435,2012,4,Albacete,Menos_de_24h,2,POINT (-2.288262 38.394348),1,0,35
66705,2012020085,1.2,2012-04-09,38.627103,-2.023808,11,2,6,ALCADOZO,2,93,333,2012,4,Albacete,Menos_de_24h,2,POINT (-2.023808 38.627103),1,0,35
66709,2012020221,3.68,2012-06-30,38.91575,-1.305605,11,2,18,BONETE,3,73,145,2012,6,Albacete,Menos_de_24h,2,POINT (-1.305605 38.91575),1,0,16
66712,2012020325,7.0,2012-08-21,39.070734,-2.770951,11,2,81,VILLARROBLEDO,1,91,1538,2012,8,Albacete,Entre_1dia_y_1semana,3,POINT (-2.770951 39.070734),1,0,30
72230,2013020009,38.3,2013-02-09,38.551011,-1.62025,11,2,74,TOBARRA,4,405,502,2013,2,Albacete,Menos_de_24h,1,POINT (-1.62025 38.551011),1,1,26
72231,2013020013,1.3,2013-02-16,39.156981,-1.708808,11,2,46,MAHORA,2,145,193,2013,2,Albacete,Menos_de_24h,1,POINT (-1.708808 39.156981),1,0,13
72234,2013020060,1.5,2013-05-05,39.395132,-1.534966,11,2,79,VILLAMALEA,2,163,1601,2013,5,Albacete,Entre_1dia_y_1semana,2,POINT (-1.534966 39.395132),1,0,23
72235,2013020125,1.5,2013-06-21,39.301222,-2.069588,11,2,78,VILLALGORDO DEL JÚCAR,1,43,80,2013,6,Albacete,Menos_de_24h,2,POINT (-2.069588 39.301222),1,0,13
72240,2013020189,37.6,2013-07-07,38.807051,-2.729334,11,2,19,"BONILLO, EL",3,224,690,2013,7,Albacete,Menos_de_24h,3,POINT (-2.729334 38.807051),1,0,76
72244,2013020413,3.4,2013-09-18,38.400852,-1.806659,11,2,72,SOCOVOS,1,262,1253,2013,9,Albacete,Menos_de_24h,3,POINT (-1.806659 38.400852),1,0,146
72762,2013130731,12.48,2013-07-07,38.807051,-2.729334,11,13,999,OTRA PROVINCIA,3,224,690,2013,7,Ciudad Real,Menos_de_24h,3,POINT (-2.729334 38.807051),1,0,76
75324,2014020055,1.67,2014-03-24,38.54849842,-1.64501534,11,2,74,TOBARRA,2,50,93,2014,3,Albacete,Menos_de_24h,1,POINT (-1.64501534 38.54849842),1,0,16
75329,2014020118,31.58,2014-05-06,39.15345711,-1.70787759,11,2,75,VALDEGANGA,2,259,1687,2014,5,Albacete,Entre_1dia_y_1semana,2,POINT (-1.70787759 39.15345711),1,0,127
75330,2014020127,1.9,2014-05-14,39.03676696,-1.54844994,11,2,21,CASAS DE JUAN NÚÑEZ,3,152,434,2014,5,Albacete,Menos_de_24h,2,POINT (-1.54844994 39.03676696),1,0,42
75332,2014020265,1.4,2014-08-18,38.50383247,-2.4614739,11,2,67,RIÓPAR,2,66,246,2014,8,Albacete,Menos_de_24h,3,POINT (-2.4614739 38.50383247),1,0,52
75334,2014020363,3.05,2014-10-22,38.41993395,-2.27938472,11,2,86,YESTE,2,341,1585,2014,10,Albacete,Entre_1dia_y_1semana,4,POINT (-2.27938472 38.41993395),1,0,102
78517,2015020011,2.47,2015-02-23,38.30713568,-2.24191207,11,2,86,YESTE,4,143,746,2015,2,Albacete,Menos_de_24h,1,POINT (-2.24191207 38.30713568),1,1,28
78519,2015020037,12.15,2015-03-30,39.39252503,-1.53542652,11,2,79,VILLAMALEA,2,317,1732,2015,3,Albacete,Entre_1dia_y_1semana,1,POINT (-1.53542652 39.39252503),1,0,43
78520,2015020076,3.0,2015-05-12,39.03185523,-1.54115662,11,2,39,HIGUERUELA,3,102,160,2015,5,Albacete,Menos_de_24h,2,POINT (-1.54115662 39.03185523),1,0,9
78526,2015020241,1.6,2015-08-07,38.48445825,-2.52877216,11,2,84,VILLAVERDE DE GUADALIMAR,1,454,2489,2015,8,Albacete,Entre_1dia_y_1semana,3,POINT (-2.52877216 38.48445825),1,0,80
78527,2015020264,2.0,2015-08-23,38.47136074,-1.82808013,11,2,37,HELLÍN,3,148,578,2015,8,Albacete,Menos_de_24h,3,POINT (-1.82808013 38.47136074),1,0,56
83,2001040004,1.01,2001-01-28,37.002803,-2.639722,4,4,54,ILLAR,4,180,239,2001,1,Almería,Menos_de_24h,,POINT (-2.639722 37.002803),3,1,3
84,2001040005,2.75,2001-01-29,36.726148,-2.1801,4,4,66,NÍJAR,3,0,180,2001,1,Almería,Menos_de_24h,,POINT (-2.1801 36.726148),3,0,29
85,2001040006,3.14,2001-02-09,36.843935,-3.02094,4,4,29,BERJA,4,320,400,2001,2,Almería,Menos_de_24h,1,POINT (-3.02094 36.843935),3,1,40
86,2001040007,4.46,2001-02-07,37.32222,-1.978944,4,4,53,HUÉRCA-OVERA,3,135,210,2001,2,Almería,Menos_de_24h,1,POINT (-1.978944 37.32222),3,0,13
87,2001040021,11.37,2001-04-22,37.269484,-2.571087,4,4,83,SERÓN,4,267,1422,2001,4,Almería,Menos_de_24h,2,POINT (-2.571087 37.269484),3,1,59
90,2001040034,4.2,2001-05-18,36.914628,-2.565392,4,4,47,GÁDOR,1,65,125,2001,5,Almería,Menos_de_24h,2,POINT (-2.565392 36.914628),3,0,22
91,2001040042,1.5,2001-06-10,37.349496,-2.209895,4,4,31,CANTORIA,1,107,167,2001,6,Almería,Menos_de_24h,2,POINT (-2.209895 37.349496),3,0,28
92,2001040046,188.6,2001-06-17,37.052274,-2.716202,4,4,30,CANJÁYAR,2,360,450,2001,6,Almería,Menos_de_24h,2,POINT (-2.716202 37.052274),3,0,130
93,2001040047,6.19,2001-06-21,37.331427,-2.472698,4,4,92,TÍJOLA,2,160,1055,2001,6,Almería,Menos_de_24h,2,POINT (-2.472698 37.331427),3,0,102
96,2001040056,144.0,2001-06-27,37.284391,-2.393304,4,4,84,SIERRO,2,430,1470,2001,6,Almería,Entre_1dia_y_1semana,2,POINT (-2.393304 37.284391),3,0,146
98,2001040066,1.9,2001-07-08,37.15639,-2.038658,4,4,86,SORBAS,2,74,124,2001,7,Almería,Menos_de_24h,3,POINT (-2.038658 37.15639),3,0,44
99,2001040070,2.0,2001-07-11,36.793817,-3.100879,4,4,3,ADRA,4,90,195,2001,7,Almería,Menos_de_24h,3,POINT (-3.100879 36.793817),3,1,28
100,2001040072,5.5,2001-07-15,37.372717,-2.065506,4,4,17,ARBOLEAS,2,90,260,2001,7,Almería,Menos_de_24h,3,POINT (-2.065506 37.372717),3,0,45
101,2001040073,26.3,2001-07-16,36.801,-2.993409,4,4,29,BERJA,2,210,450,2001,7,Almería,Menos_de_24h,3,POINT (-2.993409 36.801),3,0,71
102,2001040074,1.63,2001-07-18,36.815756,-3.016605,4,4,29,BERJA,2,90,240,2001,7,Almería,Menos_de_24h,3,POINT (-3.016605 36.815756),3,0,39
107,2001040098,1.5,2001-09-23,37.317411,-2.322287,4,4,56,LAROYA,4,120,140,2001,9,Almería,Menos_de_24h,3,POINT (-2.322287 37.317411),3,1,12
108,2001040099,1.3,2001-09-24,37.003702,-2.759643,4,4,71,PADULES,4,30,145,2001,9,Almería,Menos_de_24h,3,POINT (-2.759643 37.003702),3,1,19
7020,2002040008,1.54,2002-02-24,36.819595,-3.021977,4,4,29,BERJA,2,270,420,2002,2,Almería,Menos_de_24h,1,POINT (-3.021977 36.819595),3,0,26
7021,2002040018,2.0,2002-06-04,36.983562,-2.635217,4,4,54,ILLAR,2,105,270,2002,6,Almería,Menos_de_24h,2,POINT (-2.635217 36.983562),3,0,9
7024,2002040041,1.75,2002-06-26,36.876342,-2.63465,4,4,41,ENIX,1,580,640,2002,6,Almería,Menos_de_24h,2,POINT (-2.63465 36.876342),3,0,17
7025,2002040042,183.0,2002-06-26,36.904594,-2.51194,4,4,24,BENAHADUX,1,565,645,2002,6,Almería,Menos_de_24h,2,POINT (-2.51194 36.904594),3,0,47
7026,2002040043,1937.86,2002-06-26,36.89826,-2.558728,4,4,41,ENIX,1,2145,3960,2002,6,Almería,Entre_1dia_y_1semana,2,POINT (-2.558728 36.89826),3,0,402
7034,2002040084,6.1,2002-09-08,37.038143,-2.741105,4,4,67,OHANES,2,70,520,2002,9,Almería,Menos_de_24h,3,POINT (-2.741105 37.038143),3,0,77
7040,2002040112,141.31,2002-10-26,36.821333,-3.056692,4,4,29,BERJA,4,885,915,2002,10,Almería,Menos_de_24h,4,POINT (-3.056692 36.821333),3,1,115
14826,2003040007,1.43,2003-04-21,37.068453,-2.207319,4,4,60,LUCAINENA DE LAS TORRES,2,195,245,2003,4,Almería,Menos_de_24h,2,POINT (-2.207319 37.068453),3,0,11
14827,2003040008,11.5,2003-04-29,37.218019,-2.29677,4,4,90,TAHAL,2,280,1380,2003,4,Almería,Menos_de_24h,2,POINT (-2.29677 37.218019),3,0,110
14829,2003040016,6.3,2003-05-19,37.010618,-2.673586,4,4,55,INSTINCIÓN,2,85,475,2003,5,Almería,Menos_de_24h,2,POINT (-2.673586 37.010618),3,0,30
14832,2003040042,2.45,2003-06-24,36.852866,-2.771075,4,4,38,DALÍAS,4,146,385,2003,6,Almería,Menos_de_24h,2,POINT (-2.771075 36.852866),3,1,108
14833,2003040045,2.0,2003-06-25,36.913614,-2.06219,4,4,66,NÍJAR,2,21,150,2003,6,Almería,Menos_de_24h,2,POINT (-2.06219 36.913614),3,0,9
14834,2003040047,559.64,2003-06-26,37.10524,-2.0835,4,4,86,SORBAS,4,410,1730,2003,6,Almería,Entre_1dia_y_1semana,2,POINT (-2.0835 37.10524),3,1,169
14835,2003040048,2.75,2003-06-27,37.373626,-2.2112,4,4,31,CANTORIA,3,85,175,2003,6,Almería,Menos_de_24h,2,POINT (-2.2112 37.373626),3,0,14
14836,2003040049,3.92,2003-06-28,37.282483,-2.563861,4,4,83,SERÓN,4,795,795,2003,6,Almería,Menos_de_24h,2,POINT (-2.563861 37.282483),3,1,102
14838,2003040062,11.69,2003-07-09,37.044669,-2.156828,4,4,60,LUCAINENA DE LAS TORRES,2,105,395,2003,7,Almería,Menos_de_24h,3,POINT (-2.156828 37.044669),3,0,31
14843,2003040086,29.72,2003-08-01,37.28871,-2.563498,4,4,83,SERÓN,4,490,1081,2003,8,Almería,Menos_de_24h,3,POINT (-2.563498 37.28871),3,1,133
14844,2003040089,23.98,2003-08-03,37.254644,-2.646488,4,4,8,ALCÓNTAR,4,330,570,2003,8,Almería,Menos_de_24h,3,POINT (-2.646488 37.254644),3,1,164
14845,2003040090,20.5,2003-08-03,37.262912,-2.638216,4,4,8,ALCÓNTAR,4,330,2010,2003,8,Almería,Entre_1dia_y_1semana,3,POINT (-2.638216 37.262912),3,1,100
14848,2003040107,80.0,2003-08-14,37.048672,-1.937098,4,4,32,CARBONERAS,2,499,1429,2003,8,Almería,Menos_de_24h,3,POINT (-1.937098 37.048672),3,0,231
14850,2003040125,1.0,2003-08-31,37.633091,-2.040279,4,4,99,VÉLEZ-RUBIO,2,50,195,2003,8,Almería,Menos_de_24h,3,POINT (-2.040279 37.633091),3,0,40
14853,2003040144,7.4,2003-10-14,36.965002,-2.537257,4,4,41,ENIX,1,85,105,2003,10,Almería,Menos_de_24h,4,POINT (-2.537257 36.965002),3,0,16
21452,2004040014,1.0,2004-05-13,37.133124,-2.294899,4,4,88,TABERNAS,1,145,170,2004,5,Almería,Menos_de_24h,2,POINT (-2.294899 37.133124),3,0,8
21453,2004040022,3.31,2004-06-14,36.871127,-2.464592,4,4,13,ALMERÍA,4,53,151,2004,6,Almería,Menos_de_24h,2,POINT (-2.464592 36.871127),3,1,11
21454,2004040024,1.24,2004-06-16,37.123658,-1.848226,4,4,64,MOJÁCAR,4,90,300,2004,6,Almería,Menos_de_24h,2,POINT (-1.848226 37.123658),3,1,25
21459,2004040038,3.02,2004-06-30,36.823219,-2.713495,4,4,102,VÍCAR,1,80,305,2004,6,Almería,Menos_de_24h,2,POINT (-2.713495 36.823219),3,0,74
21460,2004040046,1.02,2004-07-06,36.967896,-1.97371,4,4,66,NÍJAR,1,105,180,2004,7,Almería,Menos_de_24h,3,POINT (-1.97371 36.967896),3,0,21
21462,2004040052,2.4,2004-07-09,36.762967,-3.000919,4,4,3,ADRA,2,130,180,2004,7,Almería,Menos_de_24h,3,POINT (-3.000919 36.762967),3,0,49
21468,2004040096,1.17,2004-08-28,37.125394,-2.30329,4,4,88,TABERNAS,1,67,257,2004,8,Almería,Menos_de_24h,3,POINT (-2.30329 37.125394),3,0,73
21469,2004040102,36.59,2004-09-24,37.288749,-2.44759,4,4,19,BACARES,4,320,1205,2004,9,Almería,Menos_de_24h,3,POINT (-2.44759 37.288749),3,1,148
21471,2004040114,1.68,2004-10-25,36.83013,-2.940386,4,4,29,BERJA,2,115,115,2004,10,Almería,Menos_de_24h,4,POINT (-2.940386 36.83013),3,0,34
21473,2004040127,1.36,2004-11-21,37.167854,-2.481496,4,4,68,OLULA DE CASTRO,4,72,147,2004,11,Almería,Menos_de_24h,4,POINT (-2.481496 37.167854),3,1,31
29122,2005040008,1.17,2005-02-02,37.36072,-2.514422,4,4,83,SERÓN,2,35,170,2005,2,Almería,Menos_de_24h,1,POINT (-2.514422 37.36072),3,0,9
29126,2005040017,5.12,2005-03-13,36.854194,-2.643741,4,4,43,FELIX,4,155,345,2005,3,Almería,Menos_de_24h,1,POINT (-2.643741 36.854194),3,1,29
29132,2005040033,85.96,2005-05-11,36.991976,-2.697625,4,4,77,RÁGOL,2,425,1865,2005,5,Almería,Entre_1dia_y_1semana,2,POINT (-2.697625 36.991976),3,0,205
29135,2005040037,3.56,2005-05-14,37.109292,-2.118622,4,4,86,SORBAS,2,165,495,2005,5,Almería,Menos_de_24h,2,POINT (-2.118622 37.109292),3,0,23
29137,2005040040,3.01,2005-05-16,37.172196,-2.317481,4,4,82,SENÉS,2,290,290,2005,5,Almería,Menos_de_24h,2,POINT (-2.317481 37.172196),3,0,38
29138,2005040041,1.4,2005-05-18,37.511306,-2.072165,4,4,89,TABERNO,2,45,75,2005,5,Almería,Menos_de_24h,2,POINT (-2.072165 37.511306),3,0,19
29139,2005040049,11.59,2005-05-31,37.166642,-2.060447,4,4,59,LUBRÍN,1,195,835,2005,5,Almería,Menos_de_24h,2,POINT (-2.060447 37.166642),3,0,72
29140,2005040050,5.01,2005-06-01,36.909122,-2.272641,4,4,13,ALMERÍA,3,140,210,2005,6,Almería,Menos_de_24h,2,POINT (-2.272641 36.909122),3,0,20
29143,2005040057,2.19,2005-06-22,37.15877,-2.355376,4,4,82,SENÉS,1,220,630,2005,6,Almería,Menos_de_24h,2,POINT (-2.355376 37.15877),3,0,60
29146,2005040062,1.33,2005-07-01,36.953478,-2.944626,4,4,7,ALCOLEA,4,60,195,2005,7,Almería,Menos_de_24h,3,POINT (-2.944626 36.953478),3,1,42
29147,2005040064,1.4,2005-07-03,37.586146,-1.979597,4,4,99,VÉLEZ-RUBIO,2,48,193,2005,7,Almería,Menos_de_24h,3,POINT (-1.979597 37.586146),3,0,41
29149,2005040067,4.38,2005-07-15,37.161564,-2.736022,4,4,901,"TRES VILLAS, LAS",3,65,205,2005,7,Almería,Menos_de_24h,3,POINT (-2.736022 37.161564),3,0,71
29150,2005040068,9.98,2005-07-18,37.025933,-2.524319,4,4,81,SANTA FE DE MONDÚJAR,3,50,410,2005,7,Almería,Menos_de_24h,3,POINT (-2.524319 37.025933),3,0,23
29154,2005040079,1.41,2005-08-05,37.169749,-2.75753,4,4,1,ABLA,3,48,225,2005,8,Almería,Menos_de_24h,3,POINT (-2.75753 37.169749),3,0,22
29155,2005040080,16.15,2005-08-07,36.930251,-2.906487,4,4,57,LÁUJAR DE ANDARAX,1,135,1095,2005,8,Almería,Menos_de_24h,3,POINT (-2.906487 36.930251),3,0,129
