,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos
82223,2015400080,6.23,2015-09-22,41.35125899,-3.44085388,17,40,61,CORRAL DE AYLLON,2,211,1420,2015,9,Segovia,Menos_de_24h,3,POINT (-3.44085388 41.35125899),37,0,32
14274,2002450153,775.0,2002-07-30,40.284622,-4.425469,11,45,999,OTRA PROVINCIA,2,590,2210,2002,7,Toledo,Entre_1dia_y_1semana,3,POINT (-4.425469 40.284622),27,0,156
24867,2004280224,3.35,2004-08-20,40.467261,-4.273943,16,28,125,ROBLEDO DE CHAVELA,3,69,288,2004,8,Madrid,Menos_de_24h,3,POINT (-4.273943 40.467261),27,0,77
24900,2004280325,4.79,2004-09-30,40.549125,-4.023671,16,28,44,COLMENAREJO,2,67,275,2004,9,Madrid,Menos_de_24h,3,POINT (-4.023671 40.549125),27,0,48
29234,2005050167,13.0,2005-08-02,40.323596,-4.51672,17,5,999,OTRA PROVINCIA,4,305,1805,2005,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.51672 40.323596),27,1,97
32404,2005280033,7.57,2005-01-25,40.240654,-3.218859,16,28,35,CARABAÑA,2,140,185,2005,1,Madrid,Menos_de_24h,,POINT (-3.218859 40.240654),27,0,46
32409,2005280055,7.23,2005-02-21,40.233463,-3.194644,16,28,155,VALDARACETE,2,91,200,2005,2,Madrid,Menos_de_24h,1,POINT (-3.194644 40.233463),27,0,28
32416,2005280074,3.9,2005-03-09,40.884299,-3.672675,16,28,158,VALDEMANCO,2,88,270,2005,3,Madrid,Menos_de_24h,1,POINT (-3.672675 40.884299),27,0,48
32430,2005280110,1.38,2005-03-27,40.2309,-3.337481,16,28,110,PERALES DE TAJUÑA,2,96,209,2005,3,Madrid,Menos_de_24h,1,POINT (-3.337481 40.2309),27,0,49
32435,2005280130,3.6,2005-04-30,40.228917,-4.501253,16,28,37,CENICIENTOS,2,76,357,2005,4,Madrid,Menos_de_24h,2,POINT (-4.501253 40.228917),27,0,25
32439,2005280140,1.65,2005-05-05,40.367875,-4.251752,16,28,99,NAVAS DEL REY,4,37,97,2005,5,Madrid,Menos_de_24h,2,POINT (-4.251752 40.367875),27,1,24
32446,2005280155,4.3,2005-05-20,40.536921,-3.939543,16,28,127,"ROZAS DE MADRID, LAS",4,31,286,2005,5,Madrid,Menos_de_24h,2,POINT (-3.939543 40.536921),27,1,41
32447,2005280157,1.5,2005-05-22,40.569112,-3.554609,16,28,134,SAN SEBASTIÁN DE LOS REYES,2,116,231,2005,5,Madrid,Menos_de_24h,2,POINT (-3.554609 40.569112),27,0,34
32448,2005280162,6.1,2005-05-23,40.833066,-3.523747,16,28,151,TORRELAGUNA,2,96,253,2005,5,Madrid,Menos_de_24h,2,POINT (-3.523747 40.833066),27,0,34
32454,2005280187,13.43,2005-06-07,40.269659,-3.217059,16,28,35,CARABAÑA,2,173,711,2005,6,Madrid,Menos_de_24h,2,POINT (-3.217059 40.269659),27,0,63
32458,2005280193,2.51,2005-06-10,40.266624,-3.573018,16,28,132,SAN MARTÍN DE LA VEGA,1,57,144,2005,6,Madrid,Menos_de_24h,2,POINT (-3.573018 40.266624),27,0,34
32464,2005280204,2.96,2005-06-19,40.285218,-3.632066,16,28,113,PINTO,3,121,243,2005,6,Madrid,Menos_de_24h,2,POINT (-3.632066 40.285218),27,0,84
32467,2005280223,8.26,2005-06-28,40.580704,-3.990147,16,28,61,GALAPAGAR,3,45,219,2005,6,Madrid,Menos_de_24h,2,POINT (-3.990147 40.580704),27,0,51
32472,2005280234,1.5,2005-07-03,40.386447,-3.537179,16,28,123,RIVAS-VACIAMADRID,2,41,116,2005,7,Madrid,Menos_de_24h,3,POINT (-3.537179 40.386447),27,0,34
32474,2005280247,4.0,2005-07-09,40.449971,-3.525208,16,28,130,SAN FERNANDO DE HENARES,4,87,281,2005,7,Madrid,Menos_de_24h,3,POINT (-3.525208 40.449971),27,1,43
32475,2005280248,5.0,2005-07-09,40.284436,-4.140916,16,28,174,VILLAMANTA,3,41,121,2005,7,Madrid,Menos_de_24h,3,POINT (-4.140916 40.284436),27,0,64
32478,2005280262,4.1,2005-07-12,40.689981,-3.779516,16,28,45,COLMENAR VIEJO,4,51,79,2005,7,Madrid,Menos_de_24h,3,POINT (-3.779516 40.689981),27,1,50
32480,2005280266,2.7,2005-07-13,40.267541,-3.909402,16,28,15,ARROYOMOLINOS,4,70,320,2005,7,Madrid,Menos_de_24h,3,POINT (-3.909402 40.267541),27,1,39
32485,2005280272,4.0,2005-07-16,40.414655,-3.283176,16,28,166,VALVERDE DE ALCALÁ,6,89,535,2005,7,Madrid,Menos_de_24h,3,POINT (-3.283176 40.414655),27,0,55
32486,2005280273,5.9,2005-07-16,40.805057,-3.767227,16,28,85,MIRAFLORES DE LA SIERRA,4,91,288,2005,7,Madrid,Menos_de_24h,3,POINT (-3.767227 40.805057),27,1,84
32487,2005280274,1.0,2005-07-16,40.776096,-3.567572,16,28,168,"VELLÓN, EL",6,34,110,2005,7,Madrid,Menos_de_24h,3,POINT (-3.567572 40.776096),27,0,21
32495,2005280297,4.0,2005-07-22,40.743569,-3.612755,16,28,108,PEDREZUELA,2,53,389,2005,7,Madrid,Menos_de_24h,3,POINT (-3.612755 40.743569),27,0,52
32497,2005280299,1.5,2005-07-24,40.570047,-3.365204,16,28,32,CAMARMA DE ESTERUELAS,2,48,51,2005,7,Madrid,Menos_de_24h,3,POINT (-3.365204 40.570047),27,0,6
32499,2005280306,1.5,2005-07-27,40.445262,-4.150211,16,28,95,NAVALAGAMELLA,4,39,106,2005,7,Madrid,Menos_de_24h,3,POINT (-4.150211 40.445262),27,1,41
32503,2005280314,36.31,2005-08-02,40.323596,-4.51672,16,28,128,ROZAS DE PUERTO REAL,4,337,525,2005,8,Madrid,Menos_de_24h,3,POINT (-4.51672 40.323596),27,1,167
32504,2005280315,1.0,2005-08-02,40.236327,-4.311018,16,28,171,VILLA DEL PRADO,3,59,197,2005,8,Madrid,Menos_de_24h,3,POINT (-4.311018 40.236327),27,0,28
32506,2005280329,6.81,2005-08-09,40.775386,-3.76813,16,28,85,MIRAFLORES DE LA SIERRA,3,67,382,2005,8,Madrid,Menos_de_24h,3,POINT (-3.76813 40.775386),27,0,58
32508,2005280331,2.0,2005-08-09,40.387529,-4.440113,16,28,133,SAN MARTIN DE VALDEIGLESIAS,4,39,305,2005,8,Madrid,Menos_de_24h,3,POINT (-4.440113 40.387529),27,1,76
32510,2005280343,1.41,2005-08-18,40.441092,-3.840341,16,28,115,POZUELO DE ALARCÓN,3,33,160,2005,8,Madrid,Menos_de_24h,3,POINT (-3.840341 40.441092),27,0,44
32511,2005280345,1.07,2005-08-19,40.565123,-3.967355,16,28,61,GALAPAGAR,4,120,414,2005,8,Madrid,Menos_de_24h,3,POINT (-3.967355 40.565123),27,1,73
32515,2005280355,1.32,2005-08-23,40.557675,-3.983075,16,28,61,GALAPAGAR,4,132,265,2005,8,Madrid,Menos_de_24h,3,POINT (-3.983075 40.557675),27,1,51
32516,2005280360,1.0,2005-08-25,40.582992,-3.568241,16,28,134,SAN SEBASTIÁN DE LOS REYES,3,173,373,2005,8,Madrid,Menos_de_24h,3,POINT (-3.568241 40.582992),27,0,12
32517,2005280372,16.25,2005-09-01,40.417909,-3.166566,16,28,111,PEZUELA DE LAS TORRES,4,101,171,2005,9,Madrid,Menos_de_24h,3,POINT (-3.166566 40.417909),27,1,93
32518,2005280375,6.54,2005-09-04,40.5987,-4.210854,16,28,135,SANTA MARÍA DE LA ALAMEDA,2,66,580,2005,9,Madrid,Menos_de_24h,3,POINT (-4.210854 40.5987),27,0,100
32521,2005280393,1.4,2005-09-20,40.41961,-3.301043,16,28,166,VALVERDE DE ALCALÁ,4,49,204,2005,9,Madrid,Menos_de_24h,3,POINT (-3.301043 40.41961),27,1,48
32522,2005280395,1.0,2005-09-21,40.361054,-4.359538,16,28,133,SAN MARTIN DE VALDEIGLESIAS,2,55,160,2005,9,Madrid,Menos_de_24h,3,POINT (-4.359538 40.361054),27,0,104
32526,2005280401,7.1,2005-09-24,40.521832,-3.972139,16,28,61,GALAPAGAR,4,88,835,2005,9,Madrid,Menos_de_24h,3,POINT (-3.972139 40.521832),27,1,120
32531,2005280414,1.2,2005-10-02,40.411986,-3.862066,16,28,22,BOADILLA DEL MONTE,4,29,63,2005,10,Madrid,Menos_de_24h,4,POINT (-3.862066 40.411986),27,1,25
40512,2006280027,1.86,2006-03-24,39.994703,-3.694065,16,28,13,ARANJUEZ,2,71,120,2006,3,Madrid,Menos_de_24h,1,POINT (-3.694065 39.994703),27,0,12
40513,2006280037,5.99,2006-04-21,40.146198,-3.485633,16,28,52,CHINCHÓN,2,130,165,2006,4,Madrid,Menos_de_24h,2,POINT (-3.485633 40.146198),27,0,24
40514,2006280053,3.54,2006-05-25,40.481416,-4.013368,16,28,160,VALDEMORILLO,4,50,125,2006,5,Madrid,Menos_de_24h,2,POINT (-4.013368 40.481416),27,1,48
40516,2006280065,1.0,2006-05-31,40.558538,-4.112484,16,28,54,"ESCORIAL, EL",3,50,129,2006,5,Madrid,Menos_de_24h,2,POINT (-4.112484 40.558538),27,0,31
40517,2006280067,2.16,2006-05-31,40.329116,-4.199312,16,28,8,ALDEA DEL FRESNO,2,69,288,2006,5,Madrid,Menos_de_24h,2,POINT (-4.199312 40.329116),27,0,39
40520,2006280073,1.84,2006-06-03,40.388275,-4.372809,16,28,133,SAN MARTIN DE VALDEIGLESIAS,3,54,244,2006,6,Madrid,Menos_de_24h,2,POINT (-4.372809 40.388275),27,0,54
40522,2006280078,1.0,2006-06-08,40.345173,-4.205072,16,28,8,ALDEA DEL FRESNO,4,28,81,2006,6,Madrid,Menos_de_24h,2,POINT (-4.205072 40.345173),27,1,23
40523,2006280082,3.18,2006-06-09,40.228903,-4.306267,16,28,171,VILLA DEL PRADO,3,41,322,2006,6,Madrid,Menos_de_24h,2,POINT (-4.306267 40.228903),27,0,33
40526,2006280094,1.12,2006-06-21,40.664075,-4.072298,16,28,68,GUADARRAMA,3,34,111,2006,6,Madrid,Menos_de_24h,2,POINT (-4.072298 40.664075),27,0,31
40528,2006280099,5.9,2006-06-22,40.601913,-3.4373,16,28,57,FRESNO DE TOROTE,3,53,154,2006,6,Madrid,Menos_de_24h,2,POINT (-3.4373 40.601913),27,0,28
40530,2006280108,3.75,2006-06-29,40.360741,-4.211873,16,28,51,CHAPINERÍA,4,31,177,2006,6,Madrid,Menos_de_24h,2,POINT (-4.211873 40.360741),27,1,62
40532,2006280113,10.14,2006-07-04,40.331919,-3.187804,16,28,11,AMBITE,4,185,371,2006,7,Madrid,Menos_de_24h,3,POINT (-3.187804 40.331919),27,1,34
40533,2006280114,1.5,2006-07-04,40.51893,-4.266197,16,28,125,ROBLEDO DE CHAVELA,3,59,274,2006,7,Madrid,Menos_de_24h,3,POINT (-4.266197 40.51893),27,0,90
40536,2006280120,1.63,2006-07-12,40.357008,-4.211394,16,28,51,CHAPINERÍA,2,28,129,2006,7,Madrid,Menos_de_24h,3,POINT (-4.211394 40.357008),27,0,47
40538,2006280125,1.14,2006-07-14,40.384713,-4.275567,16,28,99,NAVAS DEL REY,3,31,139,2006,7,Madrid,Menos_de_24h,3,POINT (-4.275567 40.384713),27,0,77
40540,2006280129,1.3,2006-07-16,40.576294,-3.427078,16,28,53,DAGANZO DE ARRIBA,4,44,128,2006,7,Madrid,Menos_de_24h,3,POINT (-3.427078 40.576294),27,1,37
40541,2006280131,6.57,2006-07-17,40.461477,-3.52295,16,28,130,SAN FERNANDO DE HENARES,4,48,125,2006,7,Madrid,Menos_de_24h,3,POINT (-3.52295 40.461477),27,1,33
40542,2006280135,4.0,2006-07-20,40.288871,-3.949111,16,28,96,NAVALCARNERO,3,42,110,2006,7,Madrid,Menos_de_24h,3,POINT (-3.949111 40.288871),27,0,37
40543,2006280136,1.71,2006-07-21,40.247287,-4.476652,16,28,37,CENICIENTOS,2,39,258,2006,7,Madrid,Menos_de_24h,3,POINT (-4.476652 40.247287),27,0,61
40544,2006280138,2.58,2006-07-25,40.755701,-3.730847,16,28,85,MIRAFLORES DE LA SIERRA,3,38,87,2006,7,Madrid,Menos_de_24h,3,POINT (-3.730847 40.755701),27,0,41
40546,2006280140,498.7,2006-07-26,40.125418,-3.554789,16,28,52,CHINCHÓN,3,466,983,2006,7,Madrid,Menos_de_24h,3,POINT (-3.554789 40.125418),27,0,192
40549,2006280147,1.0,2006-08-01,40.647771,-3.731939,16,28,45,COLMENAR VIEJO,3,27,48,2006,8,Madrid,Menos_de_24h,3,POINT (-3.731939 40.647771),27,0,16
40550,2006280150,4.0,2006-08-02,40.390107,-3.83827,16,28,7,ALCORCÓN,2,62,274,2006,8,Madrid,Menos_de_24h,3,POINT (-3.83827 40.390107),27,0,43
40551,2006280151,6.22,2006-08-03,40.582656,-3.991546,16,28,61,GALAPAGAR,3,34,229,2006,8,Madrid,Menos_de_24h,3,POINT (-3.991546 40.582656),27,0,65
40553,2006280157,14.19,2006-08-08,40.610099,-3.551543,16,28,9,ALGETE,2,73,286,2006,8,Madrid,Menos_de_24h,3,POINT (-3.551543 40.610099),27,0,61
40556,2006280161,8.92,2006-08-09,40.52869,-4.201765,16,28,183,ZARZALEJO,3,65,142,2006,8,Madrid,Menos_de_24h,3,POINT (-4.201765 40.52869),27,0,53
40557,2006280164,3.04,2006-08-11,40.553889,-4.310933,16,28,159,VALDEMAQUEDA,3,200,641,2006,8,Madrid,Menos_de_24h,3,POINT (-4.310933 40.553889),27,0,71
40560,2006280169,1.84,2006-08-13,40.356717,-4.319424,16,28,109,PELAYOS DE LA PRESA,4,34,233,2006,8,Madrid,Menos_de_24h,3,POINT (-4.319424 40.356717),27,1,65
40561,2006280174,5.67,2006-08-15,40.323137,-4.04186,16,28,96,NAVALCARNERO,4,181,402,2006,8,Madrid,Menos_de_24h,3,POINT (-4.04186 40.323137),27,1,51
40565,2006280182,4.79,2006-08-21,40.513055,-3.989458,16,28,44,COLMENAREJO,3,34,187,2006,8,Madrid,Menos_de_24h,3,POINT (-3.989458 40.513055),27,0,44
40568,2006280193,1.5,2006-08-30,40.316284,-4.051452,16,28,96,NAVALCARNERO,4,117,477,2006,8,Madrid,Menos_de_24h,3,POINT (-4.051452 40.316284),27,1,18
40569,2006280196,1.26,2006-08-30,40.711428,-3.807374,16,28,82,MANZANARES EL REAL,3,40,187,2006,8,Madrid,Menos_de_24h,3,POINT (-3.807374 40.711428),27,0,71
40571,2006280199,3.07,2006-09-02,40.509106,-4.138506,16,28,95,NAVALAGAMELLA,2,73,159,2006,9,Madrid,Menos_de_24h,3,POINT (-4.138506 40.509106),27,0,48
40574,2006280211,6.15,2006-09-05,40.569691,-3.64278,16,28,134,SAN SEBASTIÁN DE LOS REYES,4,58,339,2006,9,Madrid,Menos_de_24h,3,POINT (-3.64278 40.569691),27,1,67
40578,2006280228,8.21,2006-09-08,40.770659,-3.607458,16,28,108,PEDREZUELA,3,30,345,2006,9,Madrid,Menos_de_24h,3,POINT (-3.607458 40.770659),27,0,46
40579,2006280231,1.5,2006-09-09,40.186577,-3.745272,16,28,150,TORREJÓN DE VELASCO,1,45,87,2006,9,Madrid,Menos_de_24h,3,POINT (-3.745272 40.186577),27,0,8
40580,2006280240,42.78,2006-09-16,40.362497,-4.243338,16,28,99,NAVAS DEL REY,4,89,711,2006,9,Madrid,Menos_de_24h,3,POINT (-4.243338 40.362497),27,1,125
40583,2006280253,8.52,2006-10-04,40.252633,-4.312697,16,28,171,VILLA DEL PRADO,4,80,136,2006,10,Madrid,Menos_de_24h,4,POINT (-4.312697 40.252633),27,1,35
40585,2006280259,2.96,2006-10-08,40.596355,-3.911041,16,28,72,HOYO DE MANZANARES,6,45,416,2006,10,Madrid,Menos_de_24h,4,POINT (-3.911041 40.596355),27,0,60
44957,2007280015,5.66,2007-03-20,40.080776,-3.247833,16,28,173,VILLAMANRIQUE DE TAJO,2,72,97,2007,3,Madrid,Menos_de_24h,1,POINT (-3.247833 40.080776),27,0,10
44961,2007280025,1.5,2007-04-21,40.05313,-3.530637,16,28,13,ARANJUEZ,4,73,137,2007,4,Madrid,Menos_de_24h,2,POINT (-3.530637 40.05313),27,1,46
44962,2007280037,1.01,2007-05-20,40.567576,-3.41632,16,28,53,DAGANZO DE ARRIBA,2,83,122,2007,5,Madrid,Menos_de_24h,2,POINT (-3.41632 40.567576),27,0,21
44965,2007280065,1.86,2007-07-07,40.037718,-3.539602,16,28,13,ARANJUEZ,1,69,122,2007,7,Madrid,Menos_de_24h,3,POINT (-3.539602 40.037718),27,0,59
44966,2007280066,2.02,2007-07-07,40.542369,-3.307296,16,28,83,MECO,2,149,259,2007,7,Madrid,Menos_de_24h,3,POINT (-3.307296 40.542369),27,0,19
44967,2007280073,4.32,2007-07-11,40.623299,-3.741142,16,28,45,COLMENAR VIEJO,3,51,259,2007,7,Madrid,Menos_de_24h,3,POINT (-3.741142 40.623299),27,0,55
44970,2007280082,8.79,2007-07-17,40.472471,-3.893109,16,28,80,MAJADAHONDA,4,61,899,2007,7,Madrid,Menos_de_24h,3,POINT (-3.893109 40.472471),27,1,86
44971,2007280083,12.02,2007-07-18,40.338444,-4.373894,16,28,133,SAN MARTIN DE VALDEIGLESIAS,4,102,373,2007,7,Madrid,Menos_de_24h,3,POINT (-4.373894 40.338444),27,1,208
44972,2007280084,15.8,2007-07-18,40.781779,-3.610226,16,28,67,GUADALIX DE LA SIERRA,2,61,171,2007,7,Madrid,Menos_de_24h,3,POINT (-3.610226 40.781779),27,0,147
44976,2007280094,6.04,2007-07-23,40.558386,-3.550197,16,28,104,PARACUELLOS DE JARAMA,3,69,304,2007,7,Madrid,Menos_de_24h,3,POINT (-3.550197 40.558386),27,0,62
44977,2007280096,1.97,2007-07-25,40.614028,-3.977434,16,28,61,GALAPAGAR,3,34,235,2007,7,Madrid,Menos_de_24h,3,POINT (-3.977434 40.614028),27,0,57
44978,2007280101,1.88,2007-07-26,40.34983,-4.347938,16,28,133,SAN MARTIN DE VALDEIGLESIAS,4,139,188,2007,7,Madrid,Menos_de_24h,3,POINT (-4.347938 40.34983),27,1,101
44979,2007280104,5.22,2007-07-27,40.16713,-3.367381,16,28,157,VALDELAGUNA,3,60,278,2007,7,Madrid,Menos_de_24h,3,POINT (-3.367381 40.16713),27,0,39
44982,2007280109,5.62,2007-07-30,40.820237,-3.582178,16,28,121,REDUEÑA,2,35,150,2007,7,Madrid,Menos_de_24h,3,POINT (-3.582178 40.820237),27,0,74
44984,2007280111,1.75,2007-07-31,40.388272,-3.405564,16,28,75,LOECHES,2,74,181,2007,7,Madrid,Menos_de_24h,3,POINT (-3.405564 40.388272),27,0,40
44986,2007280115,1.7,2007-08-02,40.283182,-4.444295,16,28,31,CADALSO DE LOS VIDRIOS,2,44,511,2007,8,Madrid,Menos_de_24h,3,POINT (-4.444295 40.283182),27,0,96
44987,2007280118,2.59,2007-08-03,40.324596,-3.169433,16,28,11,AMBITE,3,81,307,2007,8,Madrid,Menos_de_24h,3,POINT (-3.169433 40.324596),27,0,79
44989,2007280120,1.36,2007-08-05,41.142865,-3.571438,16,28,143,SOMOSIERRA,1,113,724,2007,8,Madrid,Menos_de_24h,3,POINT (-3.571438 41.142865),27,0,91
44992,2007280127,10.7,2007-08-05,40.945599,-3.703152,16,28,62,GARGANTA DE LOS MONTES,1,140,300,2007,8,Madrid,Menos_de_24h,3,POINT (-3.703152 40.945599),27,0,65
44995,2007280133,8.24,2007-08-09,40.502258,-3.728136,16,28,79,MADRID,2,21,98,2007,8,Madrid,Menos_de_24h,3,POINT (-3.728136 40.502258),27,0,15
44997,2007280135,4.74,2007-08-11,40.501061,-4.303862,16,28,159,VALDEMAQUEDA,2,225,321,2007,8,Madrid,Menos_de_24h,3,POINT (-4.303862 40.501061),27,0,137
44998,2007280136,2.21,2007-08-11,40.095549,-3.405264,16,28,43,COLMENAR DE OREJA,4,99,354,2007,8,Madrid,Menos_de_24h,3,POINT (-3.405264 40.095549),27,1,34
44999,2007280138,59.9,2007-08-13,40.551502,-4.000169,16,28,44,COLMENAREJO,4,117,401,2007,8,Madrid,Menos_de_24h,3,POINT (-4.000169 40.551502),27,1,143
45000,2007280142,2.0,2007-08-15,40.648769,-3.399532,16,28,122,RIBATEJADA,2,49,135,2007,8,Madrid,Menos_de_24h,3,POINT (-3.399532 40.648769),27,0,46
45001,2007280144,2.0,2007-08-16,40.314621,-3.620924,16,28,65,GETAFE,4,99,145,2007,8,Madrid,Menos_de_24h,3,POINT (-3.620924 40.314621),27,1,23
45002,2007280146,9.16,2007-08-17,40.6909,-3.395049,16,28,122,RIBATEJADA,4,146,230,2007,8,Madrid,Menos_de_24h,3,POINT (-3.395049 40.6909),27,1,90
45005,2007280156,3.24,2007-08-22,40.715121,-3.939605,16,28,90,MORALZARZAL,2,37,145,2007,8,Madrid,Menos_de_24h,3,POINT (-3.939605 40.715121),27,0,65
45006,2007280158,3.91,2007-08-26,40.112469,-3.547702,16,28,52,CHINCHÓN,4,46,197,2007,8,Madrid,Menos_de_24h,3,POINT (-3.547702 40.112469),27,1,39
45007,2007280161,1.9,2007-08-28,40.310066,-4.437666,16,28,31,CADALSO DE LOS VIDRIOS,4,50,157,2007,8,Madrid,Menos_de_24h,3,POINT (-4.437666 40.310066),27,1,93
45008,2007280162,1.36,2007-08-29,40.584075,-4.003608,16,28,61,GALAPAGAR,2,43,169,2007,8,Madrid,Menos_de_24h,3,POINT (-4.003608 40.584075),27,0,81
45009,2007280165,7.46,2007-08-31,40.391013,-4.256399,16,28,99,NAVAS DEL REY,2,38,194,2007,8,Madrid,Menos_de_24h,3,POINT (-4.256399 40.391013),27,0,83
45011,2007280168,1.3,2007-09-01,40.673683,-4.020107,16,28,10,ALPEDRETE,2,51,146,2007,9,Madrid,Menos_de_24h,3,POINT (-4.020107 40.673683),27,0,83
45012,2007280173,2.43,2007-09-05,40.590556,-4.005182,16,28,61,GALAPAGAR,2,28,145,2007,9,Madrid,Menos_de_24h,3,POINT (-4.005182 40.590556),27,0,64
45013,2007280176,4.25,2007-09-09,40.321469,-4.039939,16,28,96,NAVALCARNERO,2,45,85,2007,9,Madrid,Menos_de_24h,3,POINT (-4.039939 40.321469),27,0,32
45014,2007280178,1.5,2007-09-10,40.427847,-3.508672,16,28,130,SAN FERNANDO DE HENARES,2,41,73,2007,9,Madrid,Menos_de_24h,3,POINT (-3.508672 40.427847),27,0,18
45015,2007280200,1.39,2007-09-26,40.315111,-4.240762,16,28,8,ALDEA DEL FRESNO,2,24,98,2007,9,Madrid,Menos_de_24h,3,POINT (-4.240762 40.315111),27,0,77
45016,2007280202,1.41,2007-09-26,40.28095,-4.32042,16,28,171,VILLA DEL PRADO,2,25,44,2007,9,Madrid,Menos_de_24h,3,POINT (-4.32042 40.28095),27,0,21
45017,2007280203,1.5,2007-09-28,40.429007,-3.880757,16,28,22,BOADILLA DEL MONTE,2,31,68,2007,9,Madrid,Menos_de_24h,3,POINT (-3.880757 40.429007),27,0,29
45019,2007280208,1.55,2007-10-11,40.682161,-3.384655,16,28,122,RIBATEJADA,3,38,107,2007,10,Madrid,Menos_de_24h,4,POINT (-3.384655 40.682161),27,0,21
45022,2007280223,3.0,2007-11-30,40.658769,-3.922111,16,28,82,MANZANARES EL REAL,3,67,86,2007,11,Madrid,Menos_de_24h,4,POINT (-3.922111 40.658769),27,0,36
48550,2008280081,1.5,2008-07-04,40.646545,-3.691169,16,28,45,COLMENAR VIEJO,3,45,139,2008,7,Madrid,Menos_de_24h,3,POINT (-3.691169 40.646545),27,0,40
48552,2008280088,9.8,2008-07-09,40.553899,-4.299642,16,28,159,VALDEMAQUEDA,3,233,438,2008,7,Madrid,Menos_de_24h,3,POINT (-4.299642 40.553899),27,0,173
48554,2008280093,1.03,2008-07-13,40.31456,-4.04081,16,28,96,NAVALCARNERO,4,37,82,2008,7,Madrid,Menos_de_24h,3,POINT (-4.04081 40.31456),27,1,24
48555,2008280097,4.8,2008-07-15,40.249555,-3.316503,16,28,146,TIELMES,2,91,300,2008,7,Madrid,Menos_de_24h,3,POINT (-3.316503 40.249555),27,0,74
48556,2008280099,9.7,2008-07-15,40.388704,-4.269092,16,28,99,NAVAS DEL REY,1,109,601,2008,7,Madrid,Menos_de_24h,3,POINT (-4.269092 40.388704),27,0,97
48557,2008280101,12.3,2008-07-17,40.599372,-3.576937,16,28,134,SAN SEBASTIÁN DE LOS REYES,3,72,193,2008,7,Madrid,Menos_de_24h,3,POINT (-3.576937 40.599372),27,0,67
48574,2008280148,2.2,2008-08-14,40.433233,-3.173112,16,28,111,PEZUELA DE LAS TORRES,4,86,444,2008,8,Madrid,Menos_de_24h,3,POINT (-3.173112 40.433233),27,1,66
48576,2008280168,10.5,2008-08-26,40.749301,-3.591521,16,28,108,PEDREZUELA,3,38,244,2008,8,Madrid,Menos_de_24h,3,POINT (-3.591521 40.749301),27,0,67
48578,2008280174,7.7,2008-08-29,40.393153,-4.253469,16,28,99,NAVAS DEL REY,4,42,429,2008,8,Madrid,Menos_de_24h,3,POINT (-4.253469 40.393153),27,1,129
48584,2008280204,1.0,2008-10-01,40.706647,-3.518127,16,28,164,VALDETORRES DE JARAMA,4,33,59,2008,10,Madrid,Menos_de_24h,4,POINT (-3.518127 40.706647),27,1,21
48588,2008280210,3.0,2008-10-10,40.26325,-4.517135,16,28,37,CENICIENTOS,2,94,497,2008,10,Madrid,Menos_de_24h,4,POINT (-4.517135 40.26325),27,0,69
53329,2009280025,1.15,2009-03-20,40.553298,-4.289745,16,28,159,VALDEMAQUEDA,2,87,115,2009,3,Madrid,Menos_de_24h,1,POINT (-4.289745 40.553298),27,0,10
53330,2009280033,1.74,2009-03-26,40.584641,-4.214748,16,28,135,SANTA MARÍA DE LA ALAMEDA,4,42,165,2009,3,Madrid,Menos_de_24h,1,POINT (-4.214748 40.584641),27,1,28
53331,2009280048,1.7,2009-04-09,40.969308,-3.546977,16,28,20,BERZOSA DEL LOZOYA,4,60,226,2009,4,Madrid,Menos_de_24h,2,POINT (-3.546977 40.969308),27,1,33
53332,2009280060,4.57,2009-05-04,40.418218,-3.480911,16,28,130,SAN FERNANDO DE HENARES,4,101,512,2009,5,Madrid,Menos_de_24h,2,POINT (-3.480911 40.418218),27,1,85
53333,2009280062,1.19,2009-05-04,40.412033,-3.490697,16,28,84,MEJORADA DEL CAMPO,2,55,268,2009,5,Madrid,Menos_de_24h,2,POINT (-3.490697 40.412033),27,0,43
53334,2009280067,1.51,2009-05-07,40.413735,-3.486466,16,28,84,MEJORADA DEL CAMPO,4,162,194,2009,5,Madrid,Menos_de_24h,2,POINT (-3.486466 40.413735),27,1,26
53336,2009280080,1.63,2009-05-17,40.476815,-3.253235,16,28,136,SANTORCAZ,4,150,649,2009,5,Madrid,Menos_de_24h,2,POINT (-3.253235 40.476815),27,1,85
53339,2009280096,3.68,2009-06-03,40.512217,-4.238888,16,28,125,ROBLEDO DE CHAVELA,2,68,835,2009,6,Madrid,Menos_de_24h,2,POINT (-4.238888 40.512217),27,0,51
53340,2009280098,2.19,2009-06-04,40.035987,-3.639077,16,28,13,ARANJUEZ,6,137,651,2009,6,Madrid,Menos_de_24h,2,POINT (-3.639077 40.035987),27,0,54
53341,2009280103,1.11,2009-06-10,40.676438,-3.698352,16,28,45,COLMENAR VIEJO,2,45,143,2009,6,Madrid,Menos_de_24h,2,POINT (-3.698352 40.676438),27,0,54
53342,2009280116,3.63,2009-06-26,40.493296,-3.854197,16,28,127,"ROZAS DE MADRID, LAS",2,52,155,2009,6,Madrid,Menos_de_24h,2,POINT (-3.854197 40.493296),27,0,34
